形态,方向,过滤器,SL,交易数,胜,负,胜率%,随机WR%,Z值,显著,平均盈亏,盈亏/ATR,盈亏比,止损率%
CDLSHOOTINGSTAR,bear,none,0.5,33,13,20,39.4,38.9,0.06,N,-0.1,0.053,0.97,51.5
CDLSHOOTINGSTAR,bear,none,0.75,33,15,18,45.5,44.9,0.06,N,-0.86,0.013,0.82,39.4
CDLSHOOTINGSTAR,bear,none,1.0,33,16,17,48.5,45.7,0.32,N,-0.92,-0.002,0.82,27.3
CDLSHOOTINGSTAR,bear,none,1.25,33,16,17,48.5,47.2,0.15,N,-0.75,0.01,0.85,18.2
CDLSHOOTINGSTAR,bear,none,1.5,33,16,17,48.5,46.5,0.23,N,-1.12,-0.017,0.79,15.2
CDLSHOOTINGSTAR,bear,none,1.75,33,17,16,51.5,45.2,0.73,N,-0.44,0.045,0.91,9.1
CDLSHOOTINGSTAR,bear,none,2.0,33,17,16,51.5,47.2,0.49,N,-0.77,0.022,0.86,9.1
CDLSHOOTINGSTAR,bear,none,2.25,33,17,16,51.5,45.5,0.7,N,-0.71,0.022,0.87,6.1
CDLSHOOTINGSTAR,bear,none,2.5,33,17,16,51.5,50.5,0.12,N,-0.91,0.007,0.83,6.1
CDLSHOOTINGSTAR,bear,none,2.75,33,18,15,54.5,50.0,0.52,N,0.14,0.081,1.03,3.0
CDLSHOOTINGSTAR,bear,none,3.0,33,18,15,54.5,46.7,0.9,N,0.05,0.073,1.01,3.0
CDLDOJI,bull,none,0.5,387,125,262,32.3,33.4,-0.44,N,-0.27,nan,0.94,63.8
CDLDOJI,bull,none,0.75,387,164,223,42.4,42.7,-0.12,N,-0.01,nan,1.0,44.7
CDLDOJI,bull,none,1.0,387,180,207,46.5,46.2,0.14,N,-0.12,nan,0.98,32.3
CDLDOJI,bull,none,1.25,387,190,197,49.1,49.2,-0.04,N,0.03,nan,1.0,23.3
CDLDOJI,bull,none,1.5,387,196,191,50.6,50.6,0.03,N,-0.08,nan,0.99,17.6
