形态,时间,TF数量,有M30,有M15,入场价,止损价,盈亏,盈亏ATR,止损命中,胜
CDLSPINNINGTOP,2025-08-26 02:00,1,False,False,3415.4,3425.35,7.0,1.326,N,Y
CDLSPINNINGTOP,2025-08-26 10:00,1,False,False,3423.0,3437.54,-1.2,-0.153,N,N
CDLSPINNINGTOP,2025-08-26 13:00,1,False,False,3424.2,3437.94,1.4,0.181,N,Y
CDLSPINNINGTOP,2025-08-26 16:00,1,False,False,3422.8,3436.33,-2.2,-0.269,N,N
CDLSPINNINGTOP,2025-08-26 18:00,1,False,False,3418.4,3432.31,-3.8,-0.458,N,N
CDLSPINNINGTOP,2025-08-28 15:00,1,False,False,3450.8,3460.69,-3.9,-0.692,N,N
CDLSPINNINGTOP,2025-08-29 11:00,1,False,False,3470.9,3480.4,1.8,0.347,N,Y
CDLSPINNINGTOP,2025-08-29 16:00,1,False,False,3470.6,3479.54,0.8,0.154,N,Y
CDLSPINNINGTOP,2025-09-04 21:00,1,False,False,3605.6,3627.3,-4.9,-0.403,N,N
CDLSPINNINGTOP,2025-09-05 00:00,1,False,False,3610.5,3631.76,4.6,0.41,N,Y
CDLSPINNINGTOP,2025-09-05 10:00,1,False,False,3610.3,3628.11,-7.4,-0.795,N,N
CDLSPINNINGTOP,2025-09-05 12:00,1,False,False,3616.7,3633.65,9.2,1.007,N,Y
CDLSPINNINGTOP,2025-09-08 06:00,1,False,False,3632.4,3654.12,1.3,0.11,N,Y
CDLSPINNINGTOP,2025-09-09 11:00,1,False,False,3685.2,3701.17,-2.1,-0.215,N,N
CDLSPINNINGTOP,2025-09-09 18:00,1,False,False,3690.8,3707.34,-16.54,-1.574,Y,N
CDLSPINNINGTOP,2025-09-09 20:00,1,False,False,3686.3,3703.0,-16.7,-1.589,Y,N
CDLSPINNINGTOP,2025-09-09 23:00,1,False,False,3684.3,3707.46,5.1,0.434,N,Y
CDLSPINNINGTOP,2025-09-10 22:00,1,False,False,3687.5,3705.82,0.6,0.06,N,Y
CDLSPINNINGTOP,2025-09-11 00:00,1,False,False,3682.0,3699.92,0.3,0.031,N,Y
CDLSPINNINGTOP,2025-09-11 08:00,1,False,False,3682.5,3697.97,12.8,1.429,N,Y
CDLSPINNINGTOP,2025-09-12 20:00,1,False,False,3683.5,3697.74,1.2,0.148,N,Y
CDLSPINNINGTOP,2025-09-13 01:00,1,False,False,3687.3,3700.86,6.6,0.943,N,Y
CDLSPINNINGTOP,2025-09-16 04:00,1,False,False,3719.5,3734.39,1.8,0.209,N,Y
CDLSPINNINGTOP,2025-09-16 10:00,1,False,False,3714.9,3730.02,-5.1,-0.647,N,N
CDLSPINNINGTOP,2025-09-16 13:00,1,False,False,3720.0,3733.79,-11.7,-1.453,N,N
CDLSPINNINGTOP,2025-09-17 03:00,1,False,False,3726.6,3740.97,-5.1,-0.69,N,N
CDLSPINNINGTOP,2025-09-17 23:00,1,False,False,3718.6,3733.29,-14.69,-1.196,Y,N
CDLSPINNINGTOP,2025-09-20 00:00,1,False,False,3702.4,3720.15,-15.5,-1.634,N,N
CDLSPINNINGTOP,2025-09-22 09:00,1,False,False,3724.3,3741.76,-3.2,-0.33,N,N
CDLSPINNINGTOP,2025-09-23 15:00,1,False,False,3787.6,3804.13,-16.53,-1.589,Y,N
CDLSPINNINGTOP,2025-09-24 07:00,1,False,False,3796.1,3816.4,6.0,0.524,N,Y
CDLSPINNINGTOP,2025-09-24 17:00,1,False,False,3801.4,3819.86,0.4,0.039,N,Y
CDLSPINNINGTOP,2025-09-24 20:00,1,False,False,3801.0,3818.98,26.9,2.348,N,Y
CDLSPINNINGTOP,2025-09-26 17:00,1,False,False,3781.5,3800.11,-0.8,-0.075,N,N
CDLSPINNINGTOP,2025-09-30 00:00,1,False,False,3858.9,3882.17,1.8,0.147,N,Y
CDLSPINNINGTOP,2025-09-30 01:00,1,False,False,3857.6,3880.32,-5.3,-0.444,N,N
CDLSPINNINGTOP,2025-09-30 10:00,1,False,False,3876.5,3896.13,-19.63,-1.757,Y,N
CDLSPINNINGTOP,2025-10-01 10:00,1,False,False,3891.3,3914.4,0.5,0.041,N,Y
CDLSPINNINGTOP,2025-10-01 11:00,1,False,False,3889.7,3912.5,2.6,0.212,N,Y
CDLSPINNINGTOP,2025-10-02 20:00,1,False,False,3910.1,3928.85,58.3,3.767,N,Y
CDLSPINNINGTOP,2025-10-03 22:00,1,False,False,3904.3,3926.66,-2.3,-0.181,N,N
CDLSPINNINGTOP,2025-10-04 01:00,1,False,False,3906.6,3928.78,-2.3,-0.202,N,N
CDLSPINNINGTOP,2025-10-04 03:00,1,False,False,3910.9,3931.8,-20.9,-1.648,Y,N
CDLSPINNINGTOP,2025-10-08 02:00,1,False,False,4003.8,4029.28,-8.5,-0.656,N,N
CDLSPINNINGTOP,2025-10-08 08:00,1,False,False,4014.0,4035.6,-21.6,-1.728,Y,N
CDLSPINNINGTOP,2025-10-09 02:00,1,False,False,4070.5,4094.65,30.6,2.004,N,Y
CDLSPINNINGTOP,2025-10-09 17:00,1,False,False,4057.2,4083.2,-15.7,-1.077,N,N
CDLSPINNINGTOP,2025-10-09 19:00,1,False,False,4063.7,4088.85,24.2,1.383,N,Y
CDLSPINNINGTOP,2025-10-10 18:00,1,False,False,4008.1,4040.31,12.0,0.65,N,Y
CDLSPINNINGTOP,2025-10-14 14:00,1,False,False,4127.3,4164.79,-16.4,-0.753,N,N
CDLSPINNINGTOP,2025-10-14 19:00,1,False,False,4148.6,4185.4,3.2,0.144,N,Y
CDLSPINNINGTOP,2025-10-16 01:00,1,False,False,4214.2,4248.19,-10.7,-0.617,N,N
CDLSPINNINGTOP,2025-10-16 04:00,1,False,False,4224.9,4255.25,0.4,0.023,N,Y
CDLSPINNINGTOP,2025-10-16 12:00,1,False,False,4246.7,4276.02,2.2,0.124,N,Y
CDLSPINNINGTOP,2025-10-16 20:00,1,False,False,4250.4,4279.99,-29.59,-1.661,Y,N
CDLSPINNINGTOP,2025-10-21 00:00,1,False,False,4365.2,4416.42,-29.1,-1.069,N,N
CDLSPINNINGTOP,2025-10-24 02:00,1,False,False,4152.3,4195.03,19.9,0.836,N,Y
CDLSPINNINGTOP,2025-10-25 00:00,1,False,False,4145.8,4188.86,26.1,1.109,N,Y
CDLSPINNINGTOP,2025-10-29 09:00,1,False,False,3987.3,4028.49,21.5,0.946,N,Y
CDLSPINNINGTOP,2025-10-29 18:00,1,False,False,4037.2,4074.62,10.3,0.492,N,Y
CDLSPINNINGTOP,2025-10-30 00:00,1,False,False,4007.7,4042.79,48.5,1.934,N,Y
CDLSPINNINGTOP,2025-10-31 00:00,1,False,False,4014.5,4059.57,-20.7,-0.861,N,N
CDLSPINNINGTOP,2025-10-31 07:00,1,False,False,4048.6,4090.14,24.7,1.075,N,Y
CDLSPINNINGTOP,2025-10-31 09:00,1,False,False,4032.0,4072.64,13.6,0.594,N,Y
CDLSPINNINGTOP,2025-10-31 13:00,1,False,False,4016.6,4055.88,-5.3,-0.247,N,N
CDLSPINNINGTOP,2025-10-31 17:00,1,False,False,4019.8,4056.67,-15.5,-0.759,N,N
CDLSPINNINGTOP,2025-10-31 18:00,1,False,False,4018.8,4054.74,-9.4,-0.451,N,N
CDLSPINNINGTOP,2025-11-05 22:00,1,False,False,3983.0,4010.2,-8.3,-0.528,N,N
CDLSPINNINGTOP,2025-11-06 09:00,1,False,False,3984.6,4008.39,-12.7,-0.996,N,N
CDLSPINNINGTOP,2025-11-06 13:00,1,False,False,3996.7,4018.08,-21.38,-1.696,Y,N
CDLSPINNINGTOP,2025-11-08 02:00,1,False,False,4012.5,4038.72,4.1,0.299,N,Y
CDLSPINNINGTOP,2025-11-11 14:00,1,False,False,4136.1,4157.92,-11.9,-0.997,N,N
CDLSPINNINGTOP,2025-11-11 15:00,1,False,False,4136.1,4157.4,-12.1,-1.041,N,N
CDLSPINNINGTOP,2025-11-12 09:00,1,False,False,4137.4,4159.47,20.9,1.632,N,Y
CDLSPINNINGTOP,2025-11-12 19:00,1,False,False,4131.7,4154.43,-11.0,-0.834,N,N
CDLSPINNINGTOP,2025-11-13 10:00,1,False,False,4194.2,4224.19,-21.8,-1.286,N,N
CDLSPINNINGTOP,2025-11-13 12:00,1,False,False,4214.6,4245.18,-10.0,-0.619,N,N
CDLSPINNINGTOP,2025-11-14 11:00,1,False,False,4207.7,4241.75,30.4,1.579,N,Y
CDLSPINNINGTOP,2025-11-18 22:00,1,False,False,4065.0,4102.72,-7.1,-0.324,N,N
CDLSPINNINGTOP,2025-11-19 05:00,1,False,False,4067.4,4101.12,7.8,0.435,N,Y
CDLSPINNINGTOP,2025-11-19 21:00,1,False,False,4111.5,4140.87,35.8,1.762,N,Y
CDLSPINNINGTOP,2025-11-20 08:00,1,False,False,4102.0,4136.61,31.7,1.417,N,Y
CDLSPINNINGTOP,2025-11-20 21:00,1,False,False,4079.7,4116.78,32.1,1.346,N,Y
CDLSPINNINGTOP,2025-11-21 05:00,1,False,False,4076.7,4114.72,8.5,0.423,N,Y
CDLSPINNINGTOP,2025-11-21 23:00,1,False,False,4068.7,4107.32,-13.2,-0.59,N,N
CDLSPINNINGTOP,2025-11-24 21:00,1,False,False,4075.3,4105.27,-20.9,-1.27,N,N
CDLSPINNINGTOP,2025-11-25 03:00,1,False,False,4117.4,4147.69,-24.5,-1.458,N,N
CDLSPINNINGTOP,2025-11-25 12:00,1,False,False,4138.8,4167.15,9.4,0.597,N,Y
CDLSPINNINGTOP,2025-11-25 20:00,1,False,False,4127.1,4175.41,-48.31,-1.617,Y,N
CDLSPINNINGTOP,2025-11-26 13:00,1,False,False,4197.1,4275.3,1.7,0.037,N,Y
CDLSPINNINGTOP,2025-11-26 21:00,1,False,False,4188.2,4272.71,-13.4,-0.27,N,N
CDLSPINNINGTOP,2025-11-27 02:00,1,False,False,4198.5,4284.72,2.4,0.05,N,Y
CDLSPINNINGTOP,2025-11-27 03:00,1,False,False,4197.0,4282.64,0.4,0.008,N,Y
CDLSPINNINGTOP,2025-11-27 05:00,1,False,False,4196.1,4280.37,8.7,0.184,N,Y
CDLSPINNINGTOP,2025-11-27 07:00,1,False,False,4196.6,4279.76,19.2,0.411,N,Y
CDLSPINNINGTOP,2025-12-01 19:00,1,False,False,4290.0,4361.84,16.8,0.393,N,Y
CDLSPINNINGTOP,2025-12-02 03:00,1,False,False,4270.8,4349.09,10.7,0.246,N,Y
CDLSPINNINGTOP,2025-12-02 04:00,1,False,False,4270.8,4348.36,11.2,0.273,N,Y
CDLSPINNINGTOP,2025-12-05 15:00,1,False,False,4254.3,4289.26,1.4,0.08,N,Y
CDLSPINNINGTOP,2025-12-05 18:00,1,False,False,4252.9,4283.35,-12.0,-0.747,N,N
CDLSPINNINGTOP,2025-12-08 14:00,1,False,False,4245.4,4282.26,8.0,0.359,N,Y
CDLSPINNINGTOP,2025-12-09 19:00,1,False,False,4232.1,4257.67,-1.8,-0.122,N,N
CDLSPINNINGTOP,2025-12-09 21:00,1,False,False,4230.4,4255.31,-11.7,-0.756,N,N
CDLSPINNINGTOP,2025-12-10 00:00,1,False,False,4242.1,4269.17,0.7,0.048,N,Y
CDLSPINNINGTOP,2025-12-10 04:00,1,False,False,4240.8,4265.14,3.9,0.318,N,Y
CDLSPINNINGTOP,2025-12-11 05:00,1,False,False,4258.3,4282.34,-9.4,-0.689,N,N
CDLSPINNINGTOP,2025-12-11 18:00,1,False,False,4244.2,4266.76,-4.4,-0.335,N,N
CDLSPINNINGTOP,2025-12-12 10:00,1,False,False,4301.1,4326.31,-8.7,-0.657,N,N
CDLSPINNINGTOP,2025-12-15 12:00,1,False,False,4358.9,4386.61,-13.5,-0.884,N,N
CDLSPINNINGTOP,2025-12-15 14:00,1,False,False,4376.1,4403.38,0.0,0.0,N,N
CDLSPINNINGTOP,2025-12-16 23:00,1,False,False,4351.8,4378.79,10.3,0.632,N,Y
CDLSPINNINGTOP,2025-12-17 03:00,1,False,False,4341.4,4370.37,4.5,0.303,N,Y
CDLSPINNINGTOP,2025-12-17 19:00,1,False,False,4345.9,4369.17,-23.27,-1.633,Y,N
CDLSPINNINGTOP,2025-12-17 22:00,1,False,False,4369.3,4395.47,-4.1,-0.257,N,N
CDLSPINNINGTOP,2025-12-18 07:00,1,False,False,4371.0,4396.26,6.3,0.46,N,Y
CDLSPINNINGTOP,2025-12-18 11:00,1,False,False,4363.4,4386.47,-1.0,-0.085,N,N
CDLSPINNINGTOP,2025-12-18 15:00,1,False,False,4362.6,4382.82,5.3,0.484,N,Y
CDLSPINNINGTOP,2025-12-19 02:00,1,False,False,4363.5,4394.36,-0.4,-0.025,N,N
CDLSPINNINGTOP,2025-12-19 18:00,1,False,False,4358.0,4380.45,-2.0,-0.167,N,N
CDLSPINNINGTOP,2025-12-24 01:00,1,False,False,4499.9,4527.76,-23.9,-1.58,N,N
CDLSPINNINGTOP,2025-12-26 15:00,1,False,False,4540.6,4575.25,-3.5,-0.193,N,N
CDLSPINNINGTOP,2025-12-26 22:00,1,False,False,4552.9,4585.42,0.7,0.035,N,Y
CDLSPINNINGTOP,2026-01-02 17:00,1,False,False,4397.5,4435.62,-9.5,-0.479,N,N
CDLSPINNINGTOP,2026-01-06 08:00,1,False,False,4447.4,4477.67,-30.27,-1.748,Y,N
CDLSPINNINGTOP,2026-01-06 12:00,1,False,False,4478.0,4507.05,8.7,0.519,N,Y
CDLSPINNINGTOP,2026-01-07 07:00,1,False,False,4504.6,4530.91,18.6,1.119,N,Y
CDLSPINNINGTOP,2026-01-07 11:00,1,False,False,4485.7,4513.82,30.9,1.835,N,Y
CDLSPINNINGTOP,2026-01-09 16:00,1,False,False,4476.9,4500.99,-7.4,-0.586,N,N
CDLSPINNINGTOP,2026-01-13 00:00,1,False,False,4627.0,4662.78,6.4,0.336,N,Y
CDLSPINNINGTOP,2026-01-13 07:00,1,False,False,4607.6,4641.51,4.5,0.235,N,Y
CDLSPINNINGTOP,2026-01-13 13:00,1,False,False,4600.7,4631.1,-0.9,-0.053,N,N
CDLSPINNINGTOP,2026-01-13 18:00,1,False,False,4595.0,4622.63,-27.63,-1.666,Y,N
CDLSPINNINGTOP,2026-01-14 12:00,1,False,False,4636.0,4665.09,-3.7,-0.223,N,N
CDLSPINNINGTOP,2026-01-14 19:00,1,False,False,4638.5,4665.71,14.0,0.836,N,Y
CDLSPINNINGTOP,2026-01-15 19:00,1,False,False,4623.4,4651.68,8.5,0.466,N,Y
CDLSPINNINGTOP,2026-01-16 03:00,1,False,False,4620.0,4649.21,5.4,0.332,N,Y
CDLSPINNINGTOP,2026-01-21 23:00,1,False,False,4850.0,4895.16,-3.2,-0.117,N,N
CDLSPINNINGTOP,2026-01-22 16:00,1,False,False,4832.2,4879.56,-1.0,-0.04,N,N
CDLSPINNINGTOP,2026-01-23 21:00,1,False,False,4939.8,4980.12,-40.32,-1.7,Y,N
CDLSPINNINGTOP,2026-01-27 00:00,1,False,False,5086.4,5133.0,62.8,2.06,N,Y
CDLSPINNINGTOP,2026-01-27 21:00,1,False,False,5073.8,5122.16,-11.3,-0.392,N,N
CDLSPINNINGTOP,2026-01-28 00:00,1,False,False,5085.1,5135.51,-12.2,-0.455,N,N
CDLSPINNINGTOP,2026-01-28 08:00,1,False,False,5168.5,5220.29,-51.79,-1.647,Y,N
CDLSPINNINGTOP,2026-01-29 02:00,1,False,False,5317.3,5377.97,-60.67,-1.543,Y,N
CDLSPINNINGTOP,2026-02-04 10:00,1,False,False,5061.6,5171.87,-36.7,-0.657,N,N
CDLSPINNINGTOP,2026-02-04 13:00,1,False,False,5098.3,5196.13,-8.2,-0.163,N,N
CDLSPINNINGTOP,2026-02-04 14:00,1,False,False,5096.6,5191.38,14.3,0.286,N,Y
CDLSPINNINGTOP,2026-02-05 08:00,1,False,False,5028.1,5118.36,129.6,2.028,N,Y
CDLSPINNINGTOP,2026-02-06 23:00,1,False,False,4966.3,5057.68,-20.0,-0.424,N,N
CDLSPINNINGTOP,2026-02-07 02:00,1,False,False,4986.3,5068.88,-2.3,-0.055,N,N
CDLSPINNINGTOP,2026-02-09 12:00,1,False,False,5034.7,5108.78,7.5,0.185,N,Y
CDLSPINNINGTOP,2026-02-09 14:00,1,False,False,5052.4,5123.9,24.2,0.605,N,Y
CDLSPINNINGTOP,2026-02-09 21:00,1,False,False,5028.9,5093.2,-64.3,-1.769,Y,N
CDLSPINNINGTOP,2026-02-11 08:00,1,False,False,5060.9,5110.69,-18.1,-0.669,N,N
CDLSPINNINGTOP,2026-02-11 16:00,1,False,False,5077.0,5119.01,-42.01,-1.651,Y,N
CDLSPINNINGTOP,2026-02-11 22:00,1,False,False,5082.3,5141.91,-34.2,-0.987,N,N
CDLSPINNINGTOP,2026-02-12 03:00,1,False,False,5106.5,5164.29,23.0,0.713,N,Y
CDLSPINNINGTOP,2026-02-12 05:00,1,False,False,5107.8,5162.06,23.0,0.752,N,Y
CDLSPINNINGTOP,2026-02-16 08:00,1,False,False,5035.0,5087.99,27.8,0.902,N,Y
CDLSPINNINGTOP,2026-02-18 13:00,1,False,False,4952.4,5000.05,14.7,0.598,N,Y
CDLSPINNINGTOP,2026-02-18 15:00,1,False,False,4949.5,4993.58,14.5,0.629,N,Y
CDLSPINNINGTOP,2026-02-19 01:00,1,False,False,5020.1,5060.33,14.8,0.666,N,Y
CDLSPINNINGTOP,2026-02-19 03:00,1,False,False,5000.7,5040.9,5.9,0.262,N,Y
CDLSPINNINGTOP,2026-02-20 10:00,1,False,False,5013.7,5048.6,-16.4,-0.854,N,N
CDLSPINNINGTOP,2026-02-26 03:00,1,False,False,5224.4,5260.67,44.4,1.886,N,Y
CDLSPINNINGTOP,2026-02-27 07:00,1,False,False,5200.9,5240.67,0.6,0.026,N,Y
CDLSPINNINGTOP,2026-02-27 12:00,1,False,False,5200.5,5238.03,7.4,0.364,N,Y
CDLSPINNINGTOP,2026-03-02 17:00,1,False,False,5406.9,5461.34,-5.5,-0.185,N,N
CDLSPINNINGTOP,2026-03-02 18:00,1,False,False,5404.1,5457.55,-5.7,-0.189,N,N
CDLSPINNINGTOP,2026-03-02 19:00,1,False,False,5399.6,5452.86,53.2,1.54,N,Y
CDLSPINNINGTOP,2026-03-02 21:00,1,False,False,5409.8,5462.49,105.8,2.885,N,Y
CDLSPINNINGTOP,2026-03-03 12:00,1,False,False,5377.9,5431.05,37.3,1.126,N,Y
CDLSPINNINGTOP,2026-03-05 09:00,1,False,False,5181.7,5238.13,2.0,0.067,N,Y
CDLSPINNINGTOP,2026-03-07 00:00,1,False,False,5149.5,5205.68,-19.0,-0.625,N,N
CDLSPINNINGTOP,2026-03-07 03:00,1,False,False,5168.5,5221.72,30.0,0.947,N,Y
CDLSPINNINGTOP,2026-03-10 04:00,1,False,False,5148.7,5203.53,8.5,0.285,N,Y
CDLSPINNINGTOP,2026-03-10 17:00,1,False,False,5191.8,5235.54,-4.7,-0.188,N,N
CDLSPINNINGTOP,2026-03-10 19:00,1,False,False,5184.2,5227.66,-43.45,-1.647,Y,N
CDLSPINNINGTOP,2026-03-11 14:00,1,False,False,5205.8,5245.93,10.1,0.453,N,Y
CDLSPINNINGTOP,2026-03-11 15:00,1,False,False,5203.7,5243.18,9.6,0.436,N,Y
CDLSPINNINGTOP,2026-03-24 23:00,1,False,False,4412.8,4511.46,21.9,0.411,N,Y
CDLSPINNINGTOP,2026-03-25 17:00,1,False,False,4550.4,4621.34,8.0,0.201,N,Y
CDLSPINNINGTOP,2026-03-26 00:00,1,False,False,4553.4,4621.57,24.7,0.636,N,Y
CDLSPINNINGTOP,2026-03-26 01:00,1,False,False,4548.2,4614.12,44.9,1.14,N,Y
CDLSPINNINGTOP,2026-03-26 09:00,1,False,False,4532.0,4597.01,15.1,0.447,N,Y
CDLSPINNINGTOP,2026-03-28 00:00,1,False,False,4546.5,4609.97,3.4,0.094,N,Y
CDLSPINNINGTOP,2026-03-28 03:00,1,False,False,4543.1,4606.17,66.2,1.819,N,Y
CDLSPINNINGTOP,2026-03-30 18:00,1,False,False,4561.2,4615.34,7.5,0.214,N,Y
CDLSPINNINGTOP,2026-04-06 20:00,1,False,False,4701.5,4754.36,8.1,0.266,N,Y
CDLSPINNINGTOP,2026-04-08 18:00,1,False,False,4809.7,4864.55,5.6,0.174,N,Y
CDLSPINNINGTOP,2026-04-10 04:00,1,False,False,4790.5,4832.31,4.1,0.184,N,Y
CDLSPINNINGTOP,2026-04-10 06:00,1,False,False,4787.6,4829.9,0.3,0.014,N,Y
CDLSPINNINGTOP,2026-04-14 01:00,1,False,False,4753.3,4794.67,-13.3,-0.616,N,N
CDLSPINNINGTOP,2026-04-14 07:00,1,False,False,4781.3,4817.28,-16.3,-0.802,N,N
CDLSPINNINGTOP,2026-04-14 15:00,1,False,False,4800.2,4834.9,9.1,0.437,N,Y
CDLSPINNINGTOP,2026-04-15 08:00,1,False,False,4859.7,4892.26,-32.56,-1.601,Y,N
CDLSPINNINGTOP,2026-04-15 15:00,1,False,False,4834.1,4866.84,11.3,0.578,N,Y
CDLSPINNINGTOP,2026-04-15 20:00,2,False,True,4833.9,4866.81,10.4,0.523,N,Y
CDLSPINNINGTOP,2026-04-17 23:00,2,False,True,4889.7,4928.57,10.1,0.494,N,Y
CDLSPINNINGTOP,2026-04-18 00:00,2,False,True,4889.0,4926.34,13.5,0.688,N,Y
CDLSPINNINGTOP,2026-05-01 10:00,1,False,False,4630.5,4659.46,14.3,0.868,N,Y
CDLSPINNINGTOP,2026-05-02 00:00,2,False,True,4650.6,4687.77,27.6,1.347,N,Y
CDLSPINNINGTOP,2026-05-04 06:00,3,True,True,4630.7,4667.2,6.5,0.327,N,Y
CDLSPINNINGTOP,2026-05-04 08:00,1,False,False,4623.6,4658.16,-4.2,-0.207,N,N
CDLSPINNINGTOP,2026-05-04 09:00,1,False,False,4624.2,4658.99,7.6,0.386,N,Y
CDLSPINNINGTOP,2026-05-06 01:00,1,False,False,4570.3,4600.7,2.5,0.161,N,Y
CDLSPINNINGTOP,2026-05-07 04:00,2,True,False,4703.1,4736.34,5.5,0.311,N,Y
CDLSPINNINGTOP,2026-05-07 17:00,1,False,False,4738.4,4772.81,-21.7,-1.131,N,N
CDLSPINNINGTOP,2026-05-07 21:00,1,False,False,4756.5,4791.11,31.7,1.291,N,Y
CDLSPINNINGTOP,2026-05-08 01:00,1,False,False,4721.1,4765.12,25.1,1.003,N,Y
CDLSPINNINGTOP,2026-05-08 14:00,1,False,False,4734.3,4775.76,12.7,0.553,N,Y
CDLSPINNINGTOP,2026-05-08 17:00,1,False,False,4721.6,4761.81,-12.5,-0.552,N,N
CDLSPINNINGTOP,2026-05-08 19:00,2,False,True,4727.5,4765.88,1.8,0.074,N,Y
CDLSPINNINGTOP,2026-05-13 04:00,3,True,True,4722.6,4757.37,-0.4,-0.022,N,N
CDLSPINNINGTOP,2026-05-13 08:00,2,False,True,4723.0,4754.63,20.0,1.112,N,Y
CDLSPINNINGTOP,2026-05-14 07:00,2,False,True,4703.5,4730.56,10.8,0.654,N,Y
CDLSPINNINGTOP,2026-05-14 18:00,3,True,True,4704.1,4735.98,18.9,0.949,N,Y
CDLSPINNINGTOP,2026-05-20 23:00,3,True,True,4532.1,4572.71,-13.5,-0.641,N,N
CDLSPINNINGTOP,2026-05-21 08:00,3,True,True,4547.0,4579.13,17.1,0.864,N,Y
CDLSPINNINGTOP,2026-05-21 17:00,2,False,True,4531.7,4564.76,26.7,1.381,N,Y
CDLSPINNINGTOP,2026-05-22 06:00,3,True,True,4544.1,4577.57,17.4,0.953,N,Y
CDLSPINNINGTOP,2026-05-28 21:00,2,True,False,4460.6,4499.02,-38.42,-1.554,Y,N
CDLSPINNINGTOP,2026-05-29 01:00,1,False,False,4539.2,4581.37,11.9,0.56,N,Y
CDLSPINNINGTOP,2026-05-29 04:00,2,True,False,4527.3,4564.51,2.0,0.107,N,Y
CDLSPINNINGTOP,2026-05-29 08:00,1,False,False,4525.3,4558.13,-5.6,-0.309,N,N
CDLSPINNINGTOP,2026-06-02 13:00,1,False,False,4547.0,4577.38,-10.0,-0.586,N,N
CDLSPINNINGTOP,2026-06-02 15:00,2,False,True,4565.2,4595.6,2.1,0.128,N,Y
CDLSPINNINGTOP,2026-06-04 14:00,3,True,True,4494.7,4527.39,-3.5,-0.2,N,N
CDLSPINNINGTOP,2026-06-05 02:00,2,True,False,4505.9,4538.23,9.0,0.542,N,Y
CDLSPINNINGTOP,2026-06-09 10:00,3,True,True,4360.4,4392.54,-7.5,-0.418,N,N
