形态,方向,过滤器,SL,交易数,胜,负,胜率%,随机WR%,Z值,显著,平均盈亏,盈亏/ATR,盈亏比,止损率%
CDLBELTHOLD,bull,rsi_overbought,1.75,21,12,9,57.1,48.0,0.84,N,13.38,0.613,2.47,4.8
CDLBELTHOLD,bull,rsi_overbought,2.0,21,12,9,57.1,51.6,0.51,N,13.05,0.601,2.38,4.8
CDLBELTHOLD,bull,rsi_overbought,2.25,21,12,9,57.1,53.2,0.36,N,12.72,0.589,2.3,4.8
CDLBELTHOLD,bull,rsi_overbought,2.5,21,12,9,57.1,49.6,0.69,N,12.4,0.577,2.23,4.8
CDLBELTHOLD,bull,rsi_overbought,2.75,21,12,9,57.1,49.6,0.69,N,12.07,0.565,2.16,4.8
CDLBELTHOLD,bull,rsi_overbought,3.0,21,12,9,57.1,51.2,0.55,N,11.75,0.553,2.09,4.8
CDL3OUTSIDE,bear,trend_down,0.5,70,25,45,35.7,33.5,0.4,N,0.6,0.086,1.07,58.6
CDL3OUTSIDE,bear,trend_down,0.75,70,32,38,45.7,43.1,0.44,N,0.7,0.118,1.07,40.0
CDL3OUTSIDE,bear,trend_down,1.0,70,35,35,50.0,41.0,1.54,N,0.9,0.114,1.09,28.6
CDL3OUTSIDE,bear,trend_down,1.25,70,38,32,54.3,47.7,1.1,N,4.42,0.21,1.6,11.4
CDL3OUTSIDE,bear,trend_down,1.5,70,38,32,54.3,48.0,1.06,N,4.07,0.195,1.52,8.6
CDL3OUTSIDE,bear,trend_down,1.75,70,38,32,54.3,49.0,0.88,N,3.85,0.187,1.48,7.1
CDL3OUTSIDE,bear,trend_down,2.0,70,38,32,54.3,50.8,0.58,N,3.68,0.182,1.45,4.3
