形态,方向,过滤器,SL,交易数,胜,负,胜率%,随机WR%,Z值,显著,平均盈亏,盈亏/ATR,盈亏比,止损率%
CDLSHORTLINE,bull,rsi_overbought,1.25,21,13,8,61.9,53.2,0.8,N,4.91,0.429,3.31,4.8
CDLSHORTLINE,bull,rsi_overbought,1.5,21,13,8,61.9,46.4,1.42,N,4.8,0.417,3.16,4.8
CDLSHORTLINE,bull,rsi_overbought,1.75,21,13,8,61.9,45.6,1.5,N,4.7,0.405,3.02,4.8
CDLSHORTLINE,bull,rsi_overbought,2.0,21,13,8,61.9,44.8,1.57,N,4.59,0.393,2.89,4.8
CDLSHORTLINE,bull,rsi_overbought,2.25,21,13,8,61.9,52.4,0.87,N,4.49,0.381,2.77,4.8
CDLSHORTLINE,bull,rsi_overbought,2.5,21,13,8,61.9,51.2,0.98,N,4.39,0.37,2.66,4.8
CDLSHORTLINE,bull,rsi_overbought,2.75,21,13,8,61.9,47.6,1.31,N,4.28,0.358,2.56,4.8
CDLSHORTLINE,bull,rsi_overbought,3.0,21,13,8,61.9,49.6,1.13,N,4.18,0.346,2.47,4.8
CDL3OUTSIDE,bear,rsi_mid_overbought,0.5,18,9,9,50.0,32.4,1.59,N,1.99,0.178,1.79,50.0
CDL3OUTSIDE,bear,rsi_mid_overbought,0.75,18,11,7,61.1,38.4,1.98,Y,2.99,0.255,2.63,22.2
CDL3OUTSIDE,bear,rsi_mid_overbought,1.0,18,12,6,66.7,46.3,1.73,Y,3.82,0.361,3.28,5.6
CDL3OUTSIDE,bear,rsi_mid_overbought,1.25,18,12,6,66.7,45.8,1.77,Y,3.7,0.347,3.06,5.6
CDL3OUTSIDE,bear,rsi_mid_overbought,1.5,18,12,6,66.7,54.6,1.03,N,3.59,0.333,2.88,5.6
CDL3OUTSIDE,bear,rsi_mid_overbought,1.75,18,12,6,66.7,53.2,1.14,N,3.47,0.319,2.72,5.6
CDL3OUTSIDE,bear,rsi_mid_overbought,2.0,18,12,6,66.7,49.1,1.49,N,3.54,0.328,2.82,0.0
CDL3OUTSIDE,bear,rsi_mid_overbought,2.25,18,12,6,66.7,45.4,1.81,Y,3.54,0.328,2.82,0.0
CDL3OUTSIDE,bear,rsi_mid_overbought,2.5,18,12,6,66.7,44.9,1.86,Y,3.54,0.328,2.82,0.0
CDL3OUTSIDE,bear,rsi_mid_overbought,2.75,18,12,6,66.7,53.7,1.1,N,3.54,0.328,2.82,0.0
CDL3OUTSIDE,bear,rsi_mid_overbought,3.0,18,12,6,66.7,43.1,2.02,Y,3.54,0.328,2.82,0.0
CDLSHORTLINE,bear,rsi_mid_overbought,0.5,121,48,73,39.7,33.4,1.46,N,1.15,0.113,1.43,50.4
CDLSHORTLINE,bear,rsi_mid_overbought,0.75,121,61,60,50.4,41.4,2.01,Y,1.42,0.143,1.51,32.2
CDLSHORTLINE,bear,rsi_mid_overbought,1.0,121,66,55,54.5,48.3,1.38,N,1.93,0.195,1.73,17.4
CDLSHORTLINE,bear,rsi_mid_overbought,1.25,121,67,54,55.4,49.8,1.23,N,2.15,0.212,1.87,10.7
CDLSHORTLINE,bear,rsi_mid_overbought,1.5,121,67,54,55.4,46.8,1.9,Y,2.13,0.203,1.86,8.3
CDLSHORTLINE,bear,rsi_mid_overbought,1.75,121,68,53,56.2,48.3,1.73,Y,2.22,0.213,1.92,5.0
CDLSHORTLINE,bear,rsi_mid_overbought,2.0,121,68,53,56.2,51.4,1.05,N,2.39,0.237,2.08,0.8
CDLSHORTLINE,bear,rsi_mid_overbought,2.25,121,68,53,56.2,49.8,1.41,N,2.38,0.235,2.06,0.8
CDLSHORTLINE,bear,rsi_mid_overbought,2.5,121,68,53,56.2,49.0,1.59,N,2.4,0.238,2.09,0.0
CDLSHORTLINE,bear,rsi_mid_overbought,2.75,121,68,53,56.2,47.9,1.84,Y,2.4,0.238,2.09,0.0
CDLSHORTLINE,bear,rsi_mid_overbought,3.0,121,68,53,56.2,51.2,1.11,N,2.4,0.238,2.09,0.0
CDLHIKKAKE,bear,rsi_mid_overbought,0.5,120,42,78,35.0,31.4,0.85,N,0.25,0.016,1.08,62.5
CDLHIKKAKE,bear,rsi_mid_overbought,0.75,120,55,65,45.8,42.3,0.79,N,0.77,0.072,1.24,40.0
CDLHIKKAKE,bear,rsi_mid_overbought,1.0,120,64,56,53.3,50.1,0.7,N,1.37,0.153,1.43,24.2
CDLHIKKAKE,bear,rsi_mid_overbought,1.25,120,66,54,55.0,46.2,1.92,Y,1.75,0.189,1.58,15.0
CDLHIKKAKE,bear,rsi_mid_overbought,1.5,120,67,53,55.8,49.5,1.38,N,1.77,0.185,1.59,11.7
CDLHIKKAKE,bear,rsi_mid_overbought,1.75,120,67,53,55.8,49.9,1.31,N,1.69,0.174,1.54,9.2
CDLHIKKAKE,bear,rsi_mid_overbought,2.0,120,67,53,55.8,47.0,1.94,Y,1.69,0.175,1.55,7.5
CDLHIKKAKE,bear,rsi_mid_overbought,2.25,120,67,53,55.8,49.3,1.43,N,1.58,0.164,1.49,6.7
CDLHIKKAKE,bear,rsi_mid_overbought,2.5,120,67,53,55.8,49.7,1.34,N,1.59,0.165,1.5,5.0
CDLHIKKAKE,bear,rsi_mid_overbought,2.75,120,67,53,55.8,47.6,1.8,Y,1.53,0.158,1.47,4.2
CDLHIKKAKE,bear,rsi_mid_overbought,3.0,120,67,53,55.8,50.3,1.2,N,1.49,0.153,1.45,3.3
CDLLONGLEGGEDDOJI,bull,rsi_overbought,0.5,18,12,6,66.7,44.0,1.94,Y,5.78,0.567,4.68,27.8
CDLLONGLEGGEDDOJI,bull,rsi_overbought,0.75,18,12,6,66.7,47.2,1.65,Y,5.5,0.524,3.97,22.2
CDLLONGLEGGEDDOJI,bull,rsi_overbought,1.0,18,12,6,66.7,50.5,1.37,N,5.02,0.468,3.14,22.2
CDLLONGLEGGEDDOJI,bull,rsi_overbought,1.25,18,12,6,66.7,51.9,1.26,N,4.72,0.435,2.79,16.7
CDLLONGLEGGEDDOJI,bull,rsi_overbought,1.5,18,12,6,66.7,45.4,1.81,Y,4.34,0.393,2.44,16.7
CDLLONGLEGGEDDOJI,bull,rsi_overbought,1.75,18,12,6,66.7,47.2,1.65,Y,4.64,0.416,2.71,11.1
CDLLONGLEGGEDDOJI,bull,rsi_overbought,2.0,18,12,6,66.7,50.9,1.34,N,4.41,0.388,2.5,11.1
CDLLONGLEGGEDDOJI,bull,rsi_overbought,2.25,18,12,6,66.7,48.6,1.53,N,4.19,0.361,2.32,11.1
CDLLONGLEGGEDDOJI,bull,rsi_overbought,2.5,18,12,6,66.7,60.6,0.52,N,4.14,0.355,2.29,5.6
CDLLONGLEGGEDDOJI,bull,rsi_overbought,2.75,18,12,6,66.7,52.8,1.18,N,4.36,0.381,2.45,0.0
CDLLONGLEGGEDDOJI,bull,rsi_overbought,3.0,18,12,6,66.7,55.1,0.99,N,4.36,0.381,2.45,0.0
CDLHIKKAKE,bear,atr_high,0.5,165,61,104,37.0,35.7,0.34,N,0.73,0.056,1.2,58.8
CDLHIKKAKE,bear,atr_high,0.75,165,72,93,43.6,40.3,0.87,N,0.41,0.039,1.09,46.1
CDLHIKKAKE,bear,atr_high,1.0,165,85,80,51.5,46.8,1.22,N,0.81,0.08,1.18,27.9
CDLHIKKAKE,bear,atr_high,1.25,165,88,77,53.3,46.1,1.87,Y,0.78,0.072,1.17,19.4
CDLHIKKAKE,bear,atr_high,1.5,165,89,76,53.9,48.0,1.52,N,0.58,0.057,1.12,14.5
CDLHIKKAKE,bear,atr_high,1.75,165,89,76,53.9,48.5,1.39,N,0.37,0.039,1.07,12.1
CDLHIKKAKE,bear,atr_high,2.0,165,89,76,53.9,48.6,1.36,N,0.41,0.042,1.08,7.9
CDLHIKKAKE,bear,atr_high,2.25,165,90,75,54.5,47.3,1.87,Y,0.35,0.039,1.07,7.3
CDLHIKKAKE,bear,atr_high,2.5,165,90,75,54.5,47.7,1.77,Y,0.18,0.023,1.03,6.7
CDLHIKKAKE,bear,atr_high,2.75,165,90,75,54.5,47.5,1.82,Y,-0.01,0.006,1.0,6.7
CDLHIKKAKE,bear,atr_high,3.0,165,90,75,54.5,49.3,1.34,N,0.07,0.014,1.01,4.8
CDLDOJI,bull,rsi_overbought,0.5,18,12,6,66.7,48.1,1.57,N,5.78,0.567,4.68,27.8
CDLDOJI,bull,rsi_overbought,0.75,18,12,6,66.7,44.9,1.86,Y,5.5,0.524,3.97,22.2
CDLDOJI,bull,rsi_overbought,1.0,18,12,6,66.7,51.9,1.26,N,5.02,0.468,3.14,22.2
CDLDOJI,bull,rsi_overbought,1.25,18,12,6,66.7,53.7,1.1,N,4.72,0.435,2.79,16.7
CDLDOJI,bull,rsi_overbought,1.5,18,12,6,66.7,51.9,1.26,N,4.34,0.393,2.44,16.7
CDLDOJI,bull,rsi_overbought,1.75,18,12,6,66.7,46.3,1.73,Y,4.64,0.416,2.71,11.1
CDLDOJI,bull,rsi_overbought,2.0,18,12,6,66.7,50.5,1.37,N,4.41,0.388,2.5,11.1
CDLDOJI,bull,rsi_overbought,2.25,18,12,6,66.7,50.0,1.41,N,4.19,0.361,2.32,11.1
CDLDOJI,bull,rsi_overbought,2.5,18,12,6,66.7,51.4,1.3,N,4.14,0.355,2.29,5.6
CDLDOJI,bull,rsi_overbought,2.75,18,12,6,66.7,50.0,1.41,N,4.36,0.381,2.45,0.0
CDLDOJI,bull,rsi_overbought,3.0,18,12,6,66.7,52.3,1.22,N,4.36,0.381,2.45,0.0
CDLLONGLEGGEDDOJI,bull,atr_low,0.5,386,145,241,37.6,33.1,1.86,Y,-0.06,-0.001,0.98,57.8
CDLLONGLEGGEDDOJI,bull,atr_low,0.75,386,176,210,45.6,41.8,1.5,N,0.03,0.006,1.01,41.7
CDLLONGLEGGEDDOJI,bull,atr_low,1.0,386,190,196,49.2,45.5,1.47,N,0.07,0.013,1.02,28.8
CDLLONGLEGGEDDOJI,bull,atr_low,1.25,386,198,188,51.3,48.6,1.08,N,0.19,0.027,1.06,18.7
CDLLONGLEGGEDDOJI,bull,atr_low,1.5,386,198,188,51.3,48.6,1.08,N,-0.01,0.003,1.0,13.5
CDLLONGLEGGEDDOJI,bull,atr_low,1.75,386,202,184,52.3,50.6,0.66,N,0.06,0.012,1.02,9.1
CDLLONGLEGGEDDOJI,bull,atr_low,2.0,386,202,184,52.3,48.9,1.36,N,0.1,0.014,1.03,6.7
CDLLONGLEGGEDDOJI,bull,atr_low,2.25,386,202,184,52.3,49.2,1.23,N,0.05,0.009,1.02,4.9
CDLLONGLEGGEDDOJI,bull,atr_low,2.5,386,202,184,52.3,49.3,1.18,N,0.05,0.009,1.02,3.1
CDLLONGLEGGEDDOJI,bull,atr_low,2.75,386,202,184,52.3,50.5,0.7,N,0.05,0.009,1.01,2.1
CDLLONGLEGGEDDOJI,bull,atr_low,3.0,386,202,184,52.3,48.9,1.36,N,0.07,0.009,1.02,1.8
CDLDOJI,bull,atr_low,0.5,386,145,241,37.6,33.5,1.67,Y,-0.06,-0.001,0.98,57.8
CDLDOJI,bull,atr_low,0.75,386,176,210,45.6,41.7,1.54,N,0.03,0.006,1.01,41.7
CDLDOJI,bull,atr_low,1.0,386,190,196,49.2,46.8,0.94,N,0.07,0.013,1.02,28.8
CDLDOJI,bull,atr_low,1.25,386,198,188,51.3,48.6,1.06,N,0.19,0.027,1.06,18.7
CDLDOJI,bull,atr_low,1.5,386,198,188,51.3,48.6,1.04,N,-0.01,0.003,1.0,13.5
CDLDOJI,bull,atr_low,1.75,386,202,184,52.3,49.0,1.31,N,0.06,0.012,1.02,9.1
CDLDOJI,bull,atr_low,2.0,386,202,184,52.3,48.2,1.64,N,0.1,0.014,1.03,6.7
CDLDOJI,bull,atr_low,2.25,386,202,184,52.3,49.6,1.09,N,0.05,0.009,1.02,4.9
CDLDOJI,bull,atr_low,2.5,386,202,184,52.3,49.6,1.09,N,0.05,0.009,1.02,3.1
CDLDOJI,bull,atr_low,2.75,386,202,184,52.3,49.8,1.01,N,0.05,0.009,1.01,2.1
CDLDOJI,bull,atr_low,3.0,386,202,184,52.3,47.6,1.85,Y,0.07,0.009,1.02,1.8
CDLADVANCEBLOCK,bear,rsi_mid_overbought,0.5,32,15,17,46.9,36.2,1.26,N,1.92,0.263,1.78,46.9
CDLADVANCEBLOCK,bear,rsi_mid_overbought,0.75,32,16,16,50.0,36.5,1.59,N,1.51,0.198,1.49,40.6
CDLADVANCEBLOCK,bear,rsi_mid_overbought,1.0,32,18,14,56.2,40.6,1.8,Y,1.53,0.208,1.49,28.1
CDLADVANCEBLOCK,bear,rsi_mid_overbought,1.25,32,19,13,59.4,44.8,1.66,Y,1.8,0.231,1.58,15.6
CDLADVANCEBLOCK,bear,rsi_mid_overbought,1.5,32,19,13,59.4,49.2,1.15,N,1.66,0.217,1.51,12.5
CDLADVANCEBLOCK,bear,rsi_mid_overbought,1.75,32,19,13,59.4,50.5,1.0,N,1.67,0.217,1.51,6.2
CDLADVANCEBLOCK,bear,rsi_mid_overbought,2.0,32,19,13,59.4,50.0,1.06,N,1.75,0.223,1.56,3.1
CDLADVANCEBLOCK,bear,rsi_mid_overbought,2.25,32,19,13,59.4,49.0,1.18,N,1.69,0.215,1.53,3.1
CDLADVANCEBLOCK,bear,rsi_mid_overbought,2.5,32,19,13,59.4,52.1,0.83,N,1.63,0.207,1.5,3.1
CDLADVANCEBLOCK,bear,rsi_mid_overbought,2.75,32,19,13,59.4,57.0,0.27,N,1.57,0.199,1.47,3.1
CDLADVANCEBLOCK,bear,rsi_mid_overbought,3.0,32,19,13,59.4,48.7,1.21,N,1.51,0.191,1.45,3.1
CDLMATCHINGLOW,bull,rsi_mid_oversold,0.5,34,10,24,29.4,28.7,0.09,N,-2.14,-0.2,0.41,70.6
CDLMATCHINGLOW,bull,rsi_mid_oversold,0.75,34,15,19,44.1,37.3,0.83,N,-2.06,-0.166,0.51,50.0
CDLMATCHINGLOW,bull,rsi_mid_oversold,1.0,34,17,17,50.0,39.2,1.29,N,-1.91,-0.185,0.56,38.2
CDLMATCHINGLOW,bull,rsi_mid_oversold,1.25,34,19,15,55.9,40.7,1.8,Y,-1.23,-0.109,0.69,20.6
CDLMATCHINGLOW,bull,rsi_mid_oversold,1.5,34,19,15,55.9,44.9,1.29,N,-1.31,-0.118,0.68,14.7
CDLMATCHINGLOW,bull,rsi_mid_oversold,1.75,34,19,15,55.9,44.1,1.38,N,-1.23,-0.111,0.69,11.8
CDLMATCHINGLOW,bull,rsi_mid_oversold,2.0,34,19,15,55.9,50.5,0.63,N,-1.5,-0.14,0.65,11.8
CDLMATCHINGLOW,bull,rsi_mid_oversold,2.25,34,19,15,55.9,52.2,0.43,N,-1.61,-0.15,0.63,8.8
CDLMATCHINGLOW,bull,rsi_mid_oversold,2.5,34,19,15,55.9,51.7,0.49,N,-1.64,-0.157,0.63,5.9
CDLMATCHINGLOW,bull,rsi_mid_oversold,2.75,34,19,15,55.9,48.5,0.86,N,-1.76,-0.172,0.61,5.9
CDLMATCHINGLOW,bull,rsi_mid_oversold,3.0,34,19,15,55.9,51.7,0.49,N,-1.76,-0.165,0.61,2.9
CDL3OUTSIDE,bear,rsi_oversold,0.5,12,1,11,8.3,10.4,-0.24,N,-3.2,-0.35,0.33,91.7
CDL3OUTSIDE,bear,rsi_oversold,0.75,12,4,8,33.3,27.8,0.43,N,0.6,-0.038,1.13,66.7
CDL3OUTSIDE,bear,rsi_oversold,1.0,12,7,5,58.3,43.1,1.07,N,3.31,0.276,1.81,41.7
CDL3OUTSIDE,bear,rsi_oversold,1.25,12,8,4,66.7,41.7,1.76,Y,4.48,0.414,2.38,25.0
CDL3OUTSIDE,bear,rsi_oversold,1.5,12,8,4,66.7,47.2,1.35,N,3.83,0.352,1.99,25.0
CDL3OUTSIDE,bear,rsi_oversold,1.75,12,8,4,66.7,51.4,1.06,N,3.4,0.313,1.79,16.7
CDL3OUTSIDE,bear,rsi_oversold,2.0,12,8,4,66.7,50.7,1.11,N,2.95,0.272,1.62,16.7
CDL3OUTSIDE,bear,rsi_oversold,2.25,12,8,4,66.7,52.1,1.01,N,3.06,0.28,1.66,8.3
CDL3OUTSIDE,bear,rsi_oversold,2.5,12,8,4,66.7,46.5,1.4,N,3.28,0.3,1.74,0.0
CDL3OUTSIDE,bear,rsi_oversold,2.75,12,8,4,66.7,45.1,1.5,N,3.28,0.3,1.74,0.0
CDL3OUTSIDE,bear,rsi_oversold,3.0,12,8,4,66.7,50.7,1.11,N,3.28,0.3,1.74,0.0
CDLHANGINGMAN,bear,atr_low,0.5,19,9,10,47.4,38.2,0.83,N,1.23,0.122,1.61,47.4
CDLHANGINGMAN,bear,atr_low,0.75,19,10,9,52.6,34.2,1.69,Y,0.98,0.086,1.42,36.8
CDLHANGINGMAN,bear,atr_low,1.0,19,10,9,52.6,36.4,1.47,N,0.51,0.033,1.18,31.6
CDLHANGINGMAN,bear,atr_low,1.25,19,11,8,57.9,47.8,0.88,N,0.59,0.041,1.21,21.1
CDLHANGINGMAN,bear,atr_low,1.5,19,12,7,63.2,46.5,1.46,N,1.61,0.164,1.83,5.3
CDLHANGINGMAN,bear,atr_low,1.75,19,12,7,63.2,50.9,1.07,N,1.51,0.151,1.74,5.3
CDLHANGINGMAN,bear,atr_low,2.0,19,12,7,63.2,49.6,1.19,N,1.42,0.138,1.66,5.3
CDLHANGINGMAN,bear,atr_low,2.25,19,12,7,63.2,49.6,1.19,N,1.32,0.125,1.59,5.3
CDLHANGINGMAN,bear,atr_low,2.5,19,12,7,63.2,48.7,1.26,N,1.23,0.111,1.53,5.3
CDLHANGINGMAN,bear,atr_low,2.75,19,12,7,63.2,54.8,0.73,N,1.13,0.098,1.47,5.3
CDLHANGINGMAN,bear,atr_low,3.0,19,12,7,63.2,51.8,0.99,N,1.03,0.085,1.41,5.3
CDLHIKKAKE,bull,rsi_oversold,0.5,23,8,15,34.8,32.6,0.22,N,0.43,0.021,1.12,65.2
CDLHIKKAKE,bull,rsi_oversold,0.75,23,10,13,43.5,41.7,0.18,N,-0.5,-0.068,0.89,56.5
CDLHIKKAKE,bull,rsi_oversold,1.0,23,10,13,43.5,44.6,-0.1,N,-1.51,-0.138,0.73,47.8
CDLHIKKAKE,bull,rsi_oversold,1.25,23,11,12,47.8,44.2,0.35,N,-1.29,-0.131,0.78,39.1
CDLHIKKAKE,bull,rsi_oversold,1.5,23,14,9,60.9,52.9,0.77,N,0.7,0.061,1.16,17.4
CDLHIKKAKE,bull,rsi_oversold,1.75,23,14,9,60.9,52.5,0.8,N,0.15,0.018,1.03,17.4
CDLHIKKAKE,bull,rsi_oversold,2.0,23,14,9,60.9,44.2,1.61,N,-0.4,-0.026,0.93,17.4
CDLHIKKAKE,bull,rsi_oversold,2.25,23,14,9,60.9,47.8,1.25,N,-0.94,-0.069,0.84,17.4
CDLHIKKAKE,bull,rsi_oversold,2.5,23,14,9,60.9,46.0,1.43,N,-1.23,-0.097,0.8,13.0
CDLHIKKAKE,bull,rsi_oversold,2.75,23,14,9,60.9,46.7,1.36,N,-1.6,-0.13,0.76,13.0
CDLHIKKAKE,bull,rsi_oversold,3.0,23,14,9,60.9,56.2,0.46,N,-0.75,-0.05,0.87,4.3
CDLHIGHWAVE,bull,rsi_mid_oversold,0.5,126,48,78,38.1,31.7,1.53,N,0.16,0.023,1.06,57.1
CDLHIGHWAVE,bull,rsi_mid_oversold,0.75,126,58,68,46.0,39.3,1.55,N,0.05,0.002,1.01,45.2
CDLHIGHWAVE,bull,rsi_mid_oversold,1.0,126,60,66,47.6,45.0,0.58,N,-0.37,-0.036,0.91,36.5
CDLHIGHWAVE,bull,rsi_mid_oversold,1.25,126,63,63,50.0,44.5,1.24,N,-0.44,-0.047,0.9,28.6
CDLHIGHWAVE,bull,rsi_mid_oversold,1.5,126,64,62,50.8,49.7,0.25,N,-0.75,-0.082,0.84,23.0
CDLHIGHWAVE,bull,rsi_mid_oversold,1.75,126,68,58,54.0,50.5,0.77,N,-0.51,-0.056,0.89,17.5
CDLHIGHWAVE,bull,rsi_mid_oversold,2.0,126,68,58,54.0,49.3,1.04,N,-0.63,-0.074,0.86,15.1
CDLHIGHWAVE,bull,rsi_mid_oversold,2.25,126,69,57,54.8,48.3,1.46,N,-0.43,-0.05,0.91,8.7
CDLHIGHWAVE,bull,rsi_mid_oversold,2.5,126,69,57,54.8,49.5,1.19,N,-0.62,-0.07,0.87,7.9
CDLHIGHWAVE,bull,rsi_mid_oversold,2.75,126,69,57,54.8,50.9,0.86,N,-0.78,-0.086,0.84,7.1
CDLHIGHWAVE,bull,rsi_mid_oversold,3.0,126,69,57,54.8,50.7,0.91,N,-0.38,-0.056,0.92,4.8
CDLEVENINGSTAR,bear,trend_down,0.5,11,4,7,36.4,22.0,1.15,N,0.84,0.015,1.37,54.5
CDLEVENINGSTAR,bear,trend_down,0.75,11,5,6,45.5,28.8,1.22,N,1.7,0.167,1.6,45.5
CDLEVENINGSTAR,bear,trend_down,1.0,11,5,6,45.5,34.1,0.8,N,1.34,0.138,1.42,36.4
CDLEVENINGSTAR,bear,trend_down,1.25,11,6,5,54.5,40.9,0.92,N,1.63,0.19,1.52,27.3
CDLEVENINGSTAR,bear,trend_down,1.5,11,7,4,63.6,43.2,1.37,N,3.35,0.383,3.17,9.1
CDLEVENINGSTAR,bear,trend_down,1.75,11,7,4,63.6,41.7,1.48,N,3.18,0.361,2.86,9.1
CDLEVENINGSTAR,bear,trend_down,2.0,11,7,4,63.6,48.5,1.01,N,3.02,0.338,2.61,9.1
CDLEVENINGSTAR,bear,trend_down,2.25,11,7,4,63.6,56.8,0.46,N,2.85,0.315,2.4,9.1
CDLEVENINGSTAR,bear,trend_down,2.5,11,7,4,63.6,51.5,0.8,N,2.68,0.293,2.22,9.1
CDLEVENINGSTAR,bear,trend_down,2.75,11,7,4,63.6,55.3,0.56,N,2.78,0.306,2.32,0.0
CDLEVENINGSTAR,bear,trend_down,3.0,11,7,4,63.6,40.9,1.53,N,2.78,0.306,2.32,0.0
CDLEVENINGSTAR,bear,none,0.5,19,7,12,36.8,29.8,0.67,N,1.03,0.04,1.44,52.6
CDLEVENINGSTAR,bear,none,0.75,19,8,11,42.1,27.2,1.46,N,1.28,0.102,1.44,36.8
CDLEVENINGSTAR,bear,none,1.0,19,8,11,42.1,35.1,0.64,N,0.81,0.059,1.24,31.6
CDLEVENINGSTAR,bear,none,1.25,19,9,10,47.4,41.2,0.54,N,1.25,0.115,1.41,21.1
CDLEVENINGSTAR,bear,none,1.5,19,10,9,52.6,36.4,1.47,N,2.12,0.214,1.93,10.5
CDLEVENINGSTAR,bear,none,1.75,19,11,8,57.9,50.4,0.65,N,3.02,0.304,2.87,5.3
CDLEVENINGSTAR,bear,none,2.0,19,11,8,57.9,52.2,0.5,N,2.92,0.291,2.71,5.3
CDLEVENINGSTAR,bear,none,2.25,19,11,8,57.9,43.9,1.23,N,2.82,0.278,2.56,5.3
CDLEVENINGSTAR,bear,none,2.5,19,11,8,57.9,50.0,0.69,N,2.73,0.265,2.43,5.3
