Datetime,Close,High,Low,Open,Volume
2026-04-15 04:00:00+00:00,4848.39990234375,4851.0,4844.5,4848.0,389
2026-04-15 04:30:00+00:00,4848.89990234375,4851.60009765625,4845.10009765625,4848.7001953125,485
2026-04-15 05:00:00+00:00,4849.7001953125,4854.2998046875,4846.2998046875,4849.10009765625,878
2026-04-15 05:30:00+00:00,4843.2998046875,4851.5,4835.89990234375,4850.0,2295
2026-04-15 06:00:00+00:00,4838.5,4848.5,4837.2001953125,4843.39990234375,1259
2026-04-15 06:30:00+00:00,4834.89990234375,4845.7001953125,4834.2001953125,4838.2001953125,1922
2026-04-15 07:00:00+00:00,4835.7998046875,4840.0,4827.39990234375,4835.2001953125,3726
2026-04-15 07:30:00+00:00,4834.10009765625,4838.7998046875,4829.0,4835.7001953125,1699
2026-04-15 08:00:00+00:00,4833.2998046875,4837.39990234375,4827.10009765625,4833.7998046875,2145
2026-04-15 08:30:00+00:00,4841.60009765625,4845.39990234375,4828.7998046875,4832.0,2033
2026-04-15 09:00:00+00:00,4820.0,4842.39990234375,4815.2001953125,4841.39990234375,4154
2026-04-15 09:30:00+00:00,4821.2001953125,4826.89990234375,4808.39990234375,4820.0,3705
2026-04-15 10:00:00+00:00,4817.5,4826.10009765625,4812.7001953125,4820.60009765625,1846
2026-04-15 10:30:00+00:00,4822.7998046875,4829.2001953125,4815.89990234375,4818.10009765625,1834
2026-04-15 11:00:00+00:00,4827.7001953125,4829.7998046875,4818.39990234375,4822.7998046875,1091
2026-04-15 11:30:00+00:00,4835.7001953125,4837.7998046875,4825.0,4827.7998046875,2267
2026-04-15 12:00:00+00:00,4835.2001953125,4838.7001953125,4829.2998046875,4835.0,2590
2026-04-15 12:30:00+00:00,4833.89990234375,4838.5,4830.39990234375,4834.89990234375,1467
2026-04-15 13:00:00+00:00,4844.39990234375,4844.7001953125,4831.10009765625,4834.39990234375,2765
2026-04-15 13:30:00+00:00,4851.89990234375,4853.5,4838.2998046875,4844.39990234375,4645
2026-04-15 14:00:00+00:00,4848.2001953125,4854.60009765625,4843.5,4851.7001953125,4216
2026-04-15 14:30:00+00:00,4838.39990234375,4848.7998046875,4836.2001953125,4848.5,2792
2026-04-15 15:00:00+00:00,4820.2998046875,4839.0,4819.2001953125,4839.0,5654
2026-04-15 15:30:00+00:00,4823.5,4829.7998046875,4807.89990234375,4820.39990234375,4924
2026-04-15 16:00:00+00:00,4833.7001953125,4835.0,4822.5,4824.0,3067
2026-04-15 16:30:00+00:00,4825.89990234375,4834.2001953125,4822.0,4833.7998046875,3060
2026-04-15 17:00:00+00:00,4823.60009765625,4830.7998046875,4820.10009765625,4826.2001953125,2919
2026-04-15 17:30:00+00:00,4814.7998046875,4824.7001953125,4812.89990234375,4823.89990234375,2693
2026-04-15 18:00:00+00:00,4817.0,4823.2001953125,4812.2001953125,4814.7998046875,2048
2026-04-15 18:30:00+00:00,4822.2001953125,4825.2998046875,4816.7001953125,4817.2001953125,1485
2026-04-15 19:00:00+00:00,4825.2001953125,4826.10009765625,4820.2998046875,4822.2001953125,742
2026-04-15 19:30:00+00:00,4818.2998046875,4825.60009765625,4817.10009765625,4825.0,944
2026-04-15 20:00:00+00:00,4816.5,4819.39990234375,4815.10009765625,4818.7001953125,376
2026-04-15 20:30:00+00:00,4813.89990234375,4816.10009765625,4810.5,4816.10009765625,802
2026-04-15 22:00:00+00:00,4822.0,4823.7001953125,4812.39990234375,4813.60009765625,676
2026-04-15 22:30:00+00:00,4829.2001953125,4833.7998046875,4820.39990234375,4823.2001953125,1393
