形态,方向,过滤器,SL,交易数,胜,负,胜率%,随机WR%,Z值,显著,平均盈亏,盈亏/ATR,盈亏比,止损率%
CDLTAKURI,bull,rsi_mid_oversold,0.5,136,48,88,35.3,30.4,1.24,N,-3.85,-0.107,0.42,58.1
CDLTAKURI,bull,rsi_mid_oversold,0.75,136,58,78,42.6,36.4,1.51,N,-5.04,-0.161,0.39,49.3
CDLTAKURI,bull,rsi_mid_oversold,1.0,136,80,56,58.8,44.7,3.32,Y,-0.92,-0.015,0.85,28.7
CDLTAKURI,bull,rsi_mid_oversold,1.25,136,86,50,63.2,45.9,4.06,Y,0.54,0.041,1.11,18.4
CDLTAKURI,bull,rsi_mid_oversold,1.5,136,87,49,64.0,48.7,3.57,Y,0.35,0.021,1.07,16.9
CDLTAKURI,bull,rsi_mid_oversold,1.75,136,90,46,66.2,49.6,3.86,Y,0.35,0.04,1.06,13.2
CDLTAKURI,bull,rsi_mid_oversold,2.0,136,90,46,66.2,46.9,4.51,Y,1.04,0.075,1.22,8.1
CDLTAKURI,bull,rsi_mid_oversold,2.25,136,90,46,66.2,50.4,3.69,Y,1.45,0.086,1.34,5.1
CDLTAKURI,bull,rsi_mid_oversold,2.5,136,90,46,66.2,49.5,3.89,Y,1.95,0.102,1.52,2.9
CDLTAKURI,bull,rsi_mid_oversold,2.75,136,90,46,66.2,47.7,4.31,Y,1.92,0.101,1.51,2.2
CDLTAKURI,bull,rsi_mid_oversold,3.0,136,91,45,66.9,49.2,4.13,Y,2.29,0.12,1.66,1.5
CDLTAKURI,bull,trend_down,0.5,149,54,95,36.2,31.2,1.33,N,-3.4,-0.092,0.46,57.0
CDLTAKURI,bull,trend_down,0.75,149,64,85,43.0,37.7,1.32,N,-4.64,-0.147,0.42,48.3
CDLTAKURI,bull,trend_down,1.0,149,86,63,57.7,43.7,3.44,Y,-1.01,-0.022,0.84,30.2
CDLTAKURI,bull,trend_down,1.25,149,92,57,61.7,46.8,3.65,Y,0.42,0.033,1.08,19.5
CDLTAKURI,bull,trend_down,1.5,149,93,56,62.4,48.5,3.39,Y,0.11,0.007,1.02,18.1
CDLTAKURI,bull,trend_down,1.75,149,96,53,64.4,48.1,3.99,Y,0.42,0.033,1.08,13.4
CDLTAKURI,bull,trend_down,2.0,149,96,53,64.4,50.0,3.52,Y,1.01,0.062,1.21,8.7
CDLTAKURI,bull,trend_down,2.25,149,96,53,64.4,46.7,4.34,Y,1.33,0.069,1.3,6.0
CDLTAKURI,bull,trend_down,2.5,149,96,53,64.4,47.1,4.24,Y,1.75,0.079,1.43,4.0
CDLTAKURI,bull,trend_down,2.75,149,97,52,65.1,50.7,3.51,Y,1.91,0.119,1.47,2.7
CDLTAKURI,bull,trend_down,3.0,149,98,51,65.8,49.4,4.0,Y,2.22,0.135,1.59,2.0
CDLLONGLEGGEDDOJI,bull,rsi_mid_oversold,0.5,752,259,493,34.4,32.7,0.99,N,-1.3,-0.055,0.75,59.2
CDLLONGLEGGEDDOJI,bull,rsi_mid_oversold,0.75,752,310,442,41.2,39.1,1.19,N,-1.74,-0.082,0.73,46.1
CDLLONGLEGGEDDOJI,bull,rsi_mid_oversold,1.0,752,364,388,48.4,44.2,2.31,Y,-1.16,-0.06,0.82,33.8
CDLLONGLEGGEDDOJI,bull,rsi_mid_oversold,1.25,752,392,360,52.1,46.6,3.02,Y,-0.45,-0.035,0.93,24.1
CDLLONGLEGGEDDOJI,bull,rsi_mid_oversold,1.5,752,408,344,54.3,48.6,3.08,Y,-0.2,-0.022,0.97,17.7
CDLLONGLEGGEDDOJI,bull,rsi_mid_oversold,1.75,752,416,336,55.3,49.4,3.25,Y,-0.2,-0.016,0.97,13.7
CDLLONGLEGGEDDOJI,bull,rsi_mid_oversold,2.0,752,419,333,55.7,49.0,3.71,Y,0.12,0.003,1.02,9.4
CDLLONGLEGGEDDOJI,bull,rsi_mid_oversold,2.25,752,419,333,55.7,48.5,3.93,Y,0.12,0.002,1.02,7.6
CDLLONGLEGGEDDOJI,bull,rsi_mid_oversold,2.5,752,420,332,55.9,50.4,2.97,Y,0.11,0.005,1.02,6.1
CDLLONGLEGGEDDOJI,bull,rsi_mid_oversold,2.75,752,420,332,55.9,48.1,4.24,Y,-0.04,-0.002,0.99,4.9
CDLLONGLEGGEDDOJI,bull,rsi_mid_oversold,3.0,752,422,330,56.1,49.0,3.88,Y,-0.06,-0.001,0.99,4.1
CDLDOJI,bull,rsi_mid_oversold,0.5,762,264,498,34.6,33.3,0.79,N,-1.32,-0.054,0.75,59.1
CDLDOJI,bull,rsi_mid_oversold,0.75,762,315,447,41.3,39.8,0.89,N,-1.79,-0.082,0.72,46.2
CDLDOJI,bull,rsi_mid_oversold,1.0,762,369,393,48.4,44.5,2.17,Y,-1.22,-0.061,0.81,33.9
CDLDOJI,bull,rsi_mid_oversold,1.25,762,397,365,52.1,46.8,2.92,Y,-0.54,-0.038,0.91,24.3
CDLDOJI,bull,rsi_mid_oversold,1.5,762,415,347,54.5,48.0,3.59,Y,-0.25,-0.022,0.96,17.7
CDLDOJI,bull,rsi_mid_oversold,1.75,762,423,339,55.5,49.0,3.57,Y,-0.26,-0.017,0.96,13.8
CDLDOJI,bull,rsi_mid_oversold,2.0,762,426,336,55.9,49.4,3.6,Y,0.04,0.001,1.01,9.6
CDLDOJI,bull,rsi_mid_oversold,2.25,762,426,336,55.9,48.5,4.09,Y,0.1,0.004,1.02,7.5
CDLDOJI,bull,rsi_mid_oversold,2.5,762,427,335,56.0,48.5,4.14,Y,0.1,0.007,1.02,6.0
CDLDOJI,bull,rsi_mid_oversold,2.75,762,427,335,56.0,49.1,3.82,Y,-0.05,-0.0,0.99,4.9
CDLDOJI,bull,rsi_mid_oversold,3.0,762,429,333,56.3,50.2,3.38,Y,-0.07,0.001,0.99,4.1
CDLDRAGONFLYDOJI,bull,rsi_mid_oversold,0.5,138,50,88,36.2,32.2,1.0,N,-3.85,-0.076,0.42,58.0
CDLDRAGONFLYDOJI,bull,rsi_mid_oversold,0.75,138,60,78,43.5,36.1,1.8,Y,-5.14,-0.126,0.38,48.6
CDLDRAGONFLYDOJI,bull,rsi_mid_oversold,1.0,138,81,57,58.7,43.7,3.55,Y,-1.0,0.015,0.83,28.3
CDLDRAGONFLYDOJI,bull,rsi_mid_oversold,1.25,138,87,51,63.0,45.9,4.04,Y,0.42,0.071,1.08,18.1
CDLDRAGONFLYDOJI,bull,rsi_mid_oversold,1.5,138,88,50,63.8,48.6,3.58,Y,0.22,0.051,1.04,16.7
CDLDRAGONFLYDOJI,bull,rsi_mid_oversold,1.75,138,90,48,65.2,49.9,3.6,Y,0.03,0.056,1.01,13.8
CDLDRAGONFLYDOJI,bull,rsi_mid_oversold,2.0,138,90,48,65.2,49.9,3.59,Y,0.68,0.089,1.14,8.7
CDLDRAGONFLYDOJI,bull,rsi_mid_oversold,2.25,138,90,48,65.2,49.2,3.77,Y,1.04,0.098,1.23,5.8
CDLDRAGONFLYDOJI,bull,rsi_mid_oversold,2.5,138,90,48,65.2,48.4,3.96,Y,1.49,0.112,1.36,3.6
CDLDRAGONFLYDOJI,bull,rsi_mid_oversold,2.75,138,90,48,65.2,51.1,3.32,Y,1.43,0.109,1.34,2.9
CDLDRAGONFLYDOJI,bull,rsi_mid_oversold,3.0,138,91,47,65.9,50.4,3.65,Y,1.91,0.133,1.51,1.4
CDLDRAGONFLYDOJI,bull,trend_down,0.5,151,55,96,36.4,32.3,1.09,N,-3.49,-0.074,0.45,57.6
CDLDRAGONFLYDOJI,bull,trend_down,0.75,151,65,86,43.0,36.1,1.78,Y,-4.85,-0.126,0.41,48.3
CDLDRAGONFLYDOJI,bull,trend_down,1.0,151,86,65,57.0,45.0,2.94,Y,-1.22,-0.007,0.81,30.5
CDLDRAGONFLYDOJI,bull,trend_down,1.25,151,92,59,60.9,47.7,3.26,Y,0.14,0.046,1.03,19.9
CDLDRAGONFLYDOJI,bull,trend_down,1.5,151,93,58,61.6,47.8,3.39,Y,-0.21,0.019,0.96,18.5
CDLDRAGONFLYDOJI,bull,trend_down,1.75,151,95,56,62.9,48.0,3.68,Y,0.04,0.038,1.01,13.9
CDLDRAGONFLYDOJI,bull,trend_down,2.0,151,95,56,62.9,50.5,3.05,Y,0.59,0.065,1.12,9.3
CDLDRAGONFLYDOJI,bull,trend_down,2.25,151,95,56,62.9,49.1,3.39,Y,0.87,0.07,1.18,6.6
CDLDRAGONFLYDOJI,bull,trend_down,2.5,151,95,56,62.9,50.1,3.16,Y,1.25,0.079,1.28,4.6
CDLDRAGONFLYDOJI,bull,trend_down,2.75,151,96,55,63.6,48.4,3.73,Y,1.38,0.116,1.31,3.3
CDLDRAGONFLYDOJI,bull,trend_down,3.0,151,97,54,64.2,50.0,3.5,Y,1.78,0.137,1.43,2.0
CDLRICKSHAWMAN,bull,trend_down,0.5,558,210,348,37.6,33.3,2.18,Y,-0.15,-0.018,0.97,56.5
CDLRICKSHAWMAN,bull,trend_down,0.75,558,248,310,44.4,40.7,1.82,Y,-0.45,-0.042,0.92,43.0
CDLRICKSHAWMAN,bull,trend_down,1.0,558,278,280,49.8,44.9,2.33,Y,-0.49,-0.036,0.92,32.6
CDLRICKSHAWMAN,bull,trend_down,1.25,558,295,263,52.9,47.5,2.55,Y,-0.08,-0.028,0.99,23.7
CDLRICKSHAWMAN,bull,trend_down,1.5,558,305,253,54.7,48.8,2.77,Y,0.06,-0.017,1.01,17.2
CDLRICKSHAWMAN,bull,trend_down,1.75,558,312,246,55.9,49.7,2.94,Y,0.17,-0.009,1.03,13.3
CDLRICKSHAWMAN,bull,trend_down,2.0,558,314,244,56.3,50.1,2.93,Y,0.32,0.0,1.05,9.5
CDLRICKSHAWMAN,bull,trend_down,2.25,558,315,243,56.5,49.9,3.08,Y,0.32,0.0,1.05,7.7
CDLRICKSHAWMAN,bull,trend_down,2.5,558,316,242,56.6,51.2,2.58,Y,0.25,0.0,1.04,6.3
CDLRICKSHAWMAN,bull,trend_down,2.75,558,317,241,56.8,50.1,3.16,Y,0.14,0.004,1.02,5.0
CDLRICKSHAWMAN,bull,trend_down,3.0,558,318,240,57.0,49.2,3.7,Y,-0.0,0.002,1.0,4.3
CDLSHORTLINE,bull,rsi_mid_oversold,0.5,461,188,273,40.8,37.0,1.66,Y,0.86,0.044,1.2,50.3
CDLSHORTLINE,bull,rsi_mid_oversold,0.75,461,222,239,48.2,42.5,2.44,Y,0.78,0.047,1.15,36.0
CDLSHORTLINE,bull,rsi_mid_oversold,1.0,461,245,216,53.1,46.6,2.82,Y,1.08,0.07,1.21,24.7
CDLSHORTLINE,bull,rsi_mid_oversold,1.25,461,254,207,55.1,46.5,3.69,Y,1.38,0.073,1.28,17.4
CDLSHORTLINE,bull,rsi_mid_oversold,1.5,461,260,201,56.4,49.8,2.85,Y,1.32,0.074,1.26,13.7
CDLSHORTLINE,bull,rsi_mid_oversold,1.75,461,261,200,56.6,48.3,3.59,Y,1.08,0.065,1.2,10.6
CDLSHORTLINE,bull,rsi_mid_oversold,2.0,461,262,199,56.8,49.2,3.27,Y,1.2,0.076,1.23,6.7
CDLSHORTLINE,bull,rsi_mid_oversold,2.25,461,262,199,56.8,51.2,2.42,Y,1.57,0.092,1.33,3.9
CDLSHORTLINE,bull,rsi_mid_oversold,2.5,461,262,199,56.8,49.5,3.14,Y,1.5,0.092,1.31,3.0
CDLSHORTLINE,bull,rsi_mid_oversold,2.75,461,262,199,56.8,50.3,2.81,Y,1.42,0.09,1.29,2.6
CDLSHORTLINE,bull,rsi_mid_oversold,3.0,461,262,199,56.8,49.7,3.05,Y,1.54,0.094,1.32,1.7
CDLDOJI,bull,trend_down,0.5,844,288,556,34.1,32.8,0.84,N,-1.05,-0.052,0.8,59.8
CDLDOJI,bull,trend_down,0.75,844,343,501,40.6,40.0,0.4,N,-1.67,-0.09,0.74,47.2
CDLDOJI,bull,trend_down,1.0,844,400,444,47.4,44.5,1.71,Y,-1.2,-0.075,0.82,35.7
CDLDOJI,bull,trend_down,1.25,844,429,415,50.8,46.0,2.83,Y,-0.64,-0.061,0.9,25.8
CDLDOJI,bull,trend_down,1.5,844,448,396,53.1,48.2,2.84,Y,-0.44,-0.05,0.93,19.1
CDLDOJI,bull,trend_down,1.75,844,459,385,54.4,49.3,2.93,Y,-0.23,-0.036,0.96,14.2
CDLDOJI,bull,trend_down,2.0,844,463,381,54.9,48.8,3.51,Y,0.06,-0.017,1.01,10.0
CDLDOJI,bull,trend_down,2.25,844,464,380,55.0,49.7,3.09,Y,0.13,-0.015,1.02,7.8
CDLDOJI,bull,trend_down,2.5,844,465,379,55.1,50.2,2.87,Y,0.09,-0.013,1.02,6.3
CDLDOJI,bull,trend_down,2.75,844,466,378,55.2,49.1,3.56,Y,-0.02,-0.012,1.0,5.0
CDLDOJI,bull,trend_down,3.0,844,468,376,55.5,50.0,3.18,Y,-0.04,-0.009,0.99,4.0
CDLRICKSHAWMAN,bull,rsi_mid_oversold,0.5,503,191,312,38.0,34.5,1.62,N,-0.53,-0.024,0.89,55.7
CDLRICKSHAWMAN,bull,rsi_mid_oversold,0.75,503,226,277,44.9,40.1,2.21,Y,-0.62,-0.036,0.89,41.9
CDLRICKSHAWMAN,bull,rsi_mid_oversold,1.0,503,256,247,50.9,45.1,2.6,Y,-0.58,-0.022,0.9,30.6
CDLRICKSHAWMAN,bull,rsi_mid_oversold,1.25,503,272,231,54.1,46.8,3.28,Y,-0.05,-0.002,0.99,21.9
CDLRICKSHAWMAN,bull,rsi_mid_oversold,1.5,503,281,222,55.9,48.0,3.53,Y,0.19,0.013,1.03,15.7
CDLRICKSHAWMAN,bull,rsi_mid_oversold,1.75,503,285,218,56.7,49.7,3.14,Y,0.12,0.014,1.02,12.5
CDLRICKSHAWMAN,bull,rsi_mid_oversold,2.0,503,287,216,57.1,49.1,3.56,Y,0.31,0.026,1.06,8.7
CDLRICKSHAWMAN,bull,rsi_mid_oversold,2.25,503,287,216,57.1,49.6,3.34,Y,0.26,0.025,1.05,7.2
CDLRICKSHAWMAN,bull,rsi_mid_oversold,2.5,503,288,215,57.3,50.0,3.24,Y,0.23,0.027,1.04,6.0
CDLRICKSHAWMAN,bull,rsi_mid_oversold,2.75,503,288,215,57.3,49.4,3.52,Y,0.09,0.02,1.02,5.0
CDLRICKSHAWMAN,bull,rsi_mid_oversold,3.0,503,289,214,57.5,49.8,3.44,Y,-0.06,0.016,0.99,4.4
CDLRICKSHAWMAN,bull,none,0.5,1287,479,808,37.2,35.0,1.67,Y,-0.11,nan,0.98,56.4
CDLRICKSHAWMAN,bull,none,0.75,1287,573,714,44.5,42.0,1.84,Y,-0.11,nan,0.98,42.0
CDLRICKSHAWMAN,bull,none,1.0,1287,635,652,49.3,45.7,2.61,Y,0.09,nan,1.02,30.3
CDLRICKSHAWMAN,bull,none,1.25,1287,662,625,51.4,47.1,3.13,Y,0.29,nan,1.05,21.8
CDLRICKSHAWMAN,bull,none,1.5,1287,681,606,52.9,48.5,3.18,Y,0.42,nan,1.08,14.8
CDLRICKSHAWMAN,bull,none,1.75,1287,688,599,53.5,49.5,2.83,Y,0.47,nan,1.09,11.7
CDLRICKSHAWMAN,bull,none,2.0,1287,691,596,53.7,49.3,3.18,Y,0.54,nan,1.1,8.4
CDLRICKSHAWMAN,bull,none,2.25,1287,692,595,53.8,49.6,2.98,Y,0.48,nan,1.09,6.8
CDLRICKSHAWMAN,bull,none,2.5,1287,694,593,53.9,49.3,3.29,Y,0.45,nan,1.08,5.4
CDLRICKSHAWMAN,bull,none,2.75,1287,696,591,54.1,49.2,3.51,Y,0.38,nan,1.07,4.4
CDLRICKSHAWMAN,bull,none,3.0,1287,697,590,54.2,49.3,3.48,Y,0.28,nan,1.05,3.7
CDLLONGLEGGEDDOJI,bull,trend_down,0.5,834,284,550,34.1,32.2,1.13,N,-1.01,-0.052,0.81,59.8
CDLLONGLEGGEDDOJI,bull,trend_down,0.75,834,339,495,40.6,39.4,0.75,N,-1.61,-0.088,0.75,47.0
CDLLONGLEGGEDDOJI,bull,trend_down,1.0,834,396,438,47.5,43.7,2.18,Y,-1.12,-0.073,0.83,35.5
CDLLONGLEGGEDDOJI,bull,trend_down,1.25,834,425,409,51.0,47.2,2.17,Y,-0.53,-0.057,0.92,25.5
CDLLONGLEGGEDDOJI,bull,trend_down,1.5,834,442,392,53.0,48.2,2.76,Y,-0.37,-0.048,0.94,18.9
CDLLONGLEGGEDDOJI,bull,trend_down,1.75,834,453,381,54.3,48.9,3.12,Y,-0.17,-0.034,0.97,14.1
CDLLONGLEGGEDDOJI,bull,trend_down,2.0,834,457,377,54.8,49.8,2.89,Y,0.13,-0.015,1.02,9.8
CDLLONGLEGGEDDOJI,bull,trend_down,2.25,834,458,376,54.9,50.0,2.86,Y,0.15,-0.016,1.03,7.9
CDLLONGLEGGEDDOJI,bull,trend_down,2.5,834,459,375,55.0,50.1,2.87,Y,0.11,-0.015,1.02,6.4
CDLLONGLEGGEDDOJI,bull,trend_down,2.75,834,460,374,55.2,50.4,2.72,Y,-0.0,-0.013,1.0,5.0
CDLLONGLEGGEDDOJI,bull,trend_down,3.0,834,462,372,55.4,49.4,3.49,Y,-0.02,-0.01,1.0,4.1
CDLSPINNINGTOP,bear,trend_up,0.5,1478,525,953,35.5,33.8,1.41,N,-0.36,-0.011,0.92,58.2
CDLSPINNINGTOP,bear,trend_up,0.75,1478,641,837,43.4,40.9,1.91,Y,-0.28,-0.003,0.95,42.6
CDLSPINNINGTOP,bear,trend_up,1.0,1478,723,755,48.9,45.6,2.54,Y,0.29,0.015,1.06,28.8
CDLSPINNINGTOP,bear,trend_up,1.25,1478,748,730,50.6,48.0,2.03,Y,0.39,0.017,1.08,21.6
CDLSPINNINGTOP,bear,trend_up,1.5,1478,763,715,51.6,48.9,2.11,Y,0.62,0.03,1.12,14.8
CDLSPINNINGTOP,bear,trend_up,1.75,1478,771,707,52.2,49.0,2.4,Y,0.67,0.029,1.14,11.0
CDLSPINNINGTOP,bear,trend_up,2.0,1478,774,704,52.4,49.4,2.3,Y,0.71,0.03,1.14,8.2
CDLSPINNINGTOP,bear,trend_up,2.25,1478,774,704,52.4,49.4,2.25,Y,0.68,0.026,1.14,6.2
CDLSPINNINGTOP,bear,trend_up,2.5,1478,779,699,52.7,49.6,2.36,Y,0.74,0.031,1.15,4.6
CDLSPINNINGTOP,bear,trend_up,2.75,1478,781,697,52.8,48.5,3.33,Y,0.69,0.031,1.14,3.6
CDLSPINNINGTOP,bear,trend_up,3.0,1478,781,697,52.8,49.3,2.74,Y,0.65,0.026,1.13,3.2
CDLSPINNINGTOP,bull,rsi_mid_oversold,0.5,501,183,318,36.5,33.7,1.31,N,-0.46,-0.001,0.9,58.5
CDLSPINNINGTOP,bull,rsi_mid_oversold,0.75,501,214,287,42.7,40.0,1.23,N,-0.51,-0.01,0.91,44.3
CDLSPINNINGTOP,bull,rsi_mid_oversold,1.0,501,251,250,50.1,45.0,2.31,Y,-0.07,0.009,0.99,32.7
CDLSPINNINGTOP,bull,rsi_mid_oversold,1.25,501,264,237,52.7,47.3,2.44,Y,0.31,0.026,1.05,23.0
CDLSPINNINGTOP,bull,rsi_mid_oversold,1.5,501,275,226,54.9,47.6,3.25,Y,0.5,0.045,1.09,16.0
CDLSPINNINGTOP,bull,rsi_mid_oversold,1.75,501,277,224,55.3,50.2,2.29,Y,0.5,0.045,1.09,12.4
CDLSPINNINGTOP,bull,rsi_mid_oversold,2.0,501,279,222,55.7,49.1,2.97,Y,0.71,0.058,1.13,8.8
CDLSPINNINGTOP,bull,rsi_mid_oversold,2.25,501,279,222,55.7,49.7,2.69,Y,0.7,0.055,1.13,7.0
CDLSPINNINGTOP,bull,rsi_mid_oversold,2.5,501,279,222,55.7,49.2,2.9,Y,0.55,0.049,1.1,6.2
CDLSPINNINGTOP,bull,rsi_mid_oversold,2.75,501,279,222,55.7,50.7,2.21,Y,0.38,0.041,1.07,5.0
CDLSPINNINGTOP,bull,rsi_mid_oversold,3.0,501,280,221,55.9,50.3,2.49,Y,0.28,0.039,1.05,4.2
CDLRICKSHAWMAN,bull,atr_high,0.5,343,150,193,43.7,38.5,1.99,Y,1.1,0.035,1.24,49.3
CDLRICKSHAWMAN,bull,atr_high,0.75,343,165,178,48.1,44.3,1.43,N,0.46,-0.017,1.08,39.4
CDLRICKSHAWMAN,bull,atr_high,1.0,343,182,161,53.1,48.1,1.85,Y,0.92,0.003,1.16,25.9
CDLRICKSHAWMAN,bull,atr_high,1.25,343,185,158,53.9,48.5,2.02,Y,0.73,-0.002,1.12,18.7
CDLRICKSHAWMAN,bull,atr_high,1.5,343,189,154,55.1,49.5,2.08,Y,0.97,0.028,1.16,10.5
CDLRICKSHAWMAN,bull,atr_high,1.75,343,192,151,56.0,50.9,1.86,Y,1.03,0.036,1.17,8.2
CDLRICKSHAWMAN,bull,atr_high,2.0,343,192,151,56.0,51.0,1.85,Y,1.06,0.041,1.18,5.5
CDLRICKSHAWMAN,bull,atr_high,2.25,343,193,150,56.3,49.6,2.46,Y,0.92,0.034,1.15,5.2
CDLRICKSHAWMAN,bull,atr_high,2.5,343,194,149,56.6,50.0,2.44,Y,0.87,0.04,1.14,4.1
CDLRICKSHAWMAN,bull,atr_high,2.75,343,194,149,56.6,50.0,2.43,Y,0.62,0.031,1.1,3.8
CDLRICKSHAWMAN,bull,atr_high,3.0,343,194,149,56.6,48.6,2.94,Y,0.43,0.027,1.07,2.9
CDLHANGINGMAN,bear,trend_up,0.5,234,93,141,39.7,31.2,2.82,Y,-0.9,-0.072,0.8,44.9
CDLHANGINGMAN,bear,trend_up,0.75,234,107,127,45.7,38.1,2.41,Y,-0.7,-0.067,0.86,26.9
CDLHANGINGMAN,bear,trend_up,1.0,234,110,124,47.0,44.3,0.84,N,-0.79,-0.075,0.84,16.7
CDLHANGINGMAN,bear,trend_up,1.25,234,111,123,47.4,48.4,-0.31,N,-0.68,-0.074,0.86,9.4
CDLHANGINGMAN,bear,trend_up,1.5,234,112,122,47.9,47.2,0.22,N,-0.7,-0.08,0.86,7.3
CDLHANGINGMAN,bear,trend_up,1.75,234,112,122,47.9,47.8,0.03,N,-0.85,-0.095,0.83,6.8
CDLHANGINGMAN,bear,trend_up,2.0,234,112,122,47.9,49.8,-0.58,N,-0.88,-0.095,0.83,3.4
CDLHANGINGMAN,bear,trend_up,2.25,234,112,122,47.9,50.0,-0.64,N,-0.89,-0.097,0.83,2.6
CDLHANGINGMAN,bear,trend_up,2.5,234,112,122,47.9,49.9,-0.63,N,-0.91,-0.1,0.82,1.7
CDLHANGINGMAN,bear,trend_up,2.75,234,112,122,47.9,50.0,-0.65,N,-0.92,-0.103,0.82,1.3
CDLHANGINGMAN,bear,trend_up,3.0,234,112,122,47.9,49.4,-0.46,N,-0.95,-0.106,0.82,1.3
CDLDOJI,bull,none,0.5,1972,653,1319,33.1,34.0,-0.81,N,-1.54,nan,0.71,60.5
CDLDOJI,bull,none,0.75,1972,787,1185,39.9,40.1,-0.2,N,-2.14,nan,0.68,47.4
CDLDOJI,bull,none,1.0,1972,910,1062,46.1,45.1,0.94,N,-1.55,nan,0.77,34.0
CDLDOJI,bull,none,1.25,1972,970,1002,49.2,47.8,1.28,N,-0.85,nan,0.86,23.7
CDLDOJI,bull,none,1.5,1972,1010,962,51.2,48.6,2.35,Y,-0.39,nan,0.93,15.9
CDLDOJI,bull,none,1.75,1972,1022,950,51.8,48.9,2.56,Y,-0.18,nan,0.97,11.9
CDLDOJI,bull,none,2.0,1972,1027,945,52.1,49.5,2.29,Y,-0.01,nan,1.0,8.5
CDLDOJI,bull,none,2.25,1972,1028,944,52.1,49.5,2.38,Y,-0.02,nan,1.0,6.8
CDLDOJI,bull,none,2.5,1972,1032,940,52.3,49.2,2.76,Y,0.05,nan,1.01,5.1
CDLDOJI,bull,none,2.75,1972,1034,938,52.4,50.5,1.74,Y,0.02,nan,1.0,4.0
CDLDOJI,bull,none,3.0,1972,1036,936,52.5,49.7,2.56,Y,-0.0,nan,1.0,3.3
CDLSPINNINGTOP,bull,atr_low,0.5,1846,623,1223,33.7,32.6,1.01,N,-0.22,-0.009,0.95,60.5
CDLSPINNINGTOP,bull,atr_low,0.75,1846,783,1063,42.4,40.5,1.67,Y,0.09,0.014,1.02,43.5
CDLSPINNINGTOP,bull,atr_low,1.0,1846,881,965,47.7,45.8,1.62,N,0.34,0.025,1.07,31.2
CDLSPINNINGTOP,bull,atr_low,1.25,1846,920,926,49.8,47.2,2.23,Y,0.5,0.031,1.1,23.2
CDLSPINNINGTOP,bull,atr_low,1.5,1846,943,903,51.1,48.9,1.89,Y,0.59,0.038,1.11,16.7
CDLSPINNINGTOP,bull,atr_low,1.75,1846,953,893,51.6,49.2,2.09,Y,0.66,0.037,1.13,12.5
CDLSPINNINGTOP,bull,atr_low,2.0,1846,959,887,52.0,49.9,1.8,Y,0.69,0.036,1.13,9.4
CDLSPINNINGTOP,bull,atr_low,2.25,1846,959,887,52.0,49.5,2.09,Y,0.7,0.033,1.14,6.9
CDLSPINNINGTOP,bull,atr_low,2.5,1846,961,885,52.1,49.4,2.31,Y,0.64,0.03,1.12,5.5
CDLSPINNINGTOP,bull,atr_low,2.75,1846,964,882,52.2,49.2,2.58,Y,0.64,0.035,1.12,4.0
CDLSPINNINGTOP,bull,atr_low,3.0,1846,965,881,52.3,50.1,1.83,Y,0.6,0.032,1.12,3.5
CDLSPINNINGTOP,bear,none,0.5,2599,903,1696,34.7,33.3,1.6,N,-0.14,nan,0.97,58.6
CDLSPINNINGTOP,bear,none,0.75,2599,1100,1499,42.3,41.0,1.32,N,-0.06,nan,0.99,43.1
CDLSPINNINGTOP,bear,none,1.0,2599,1235,1364,47.5,45.3,2.29,Y,0.34,nan,1.06,30.2
CDLSPINNINGTOP,bear,none,1.25,2599,1288,1311,49.6,47.2,2.42,Y,0.51,nan,1.09,21.5
CDLSPINNINGTOP,bear,none,1.5,2599,1318,1281,50.7,48.6,2.18,Y,0.76,nan,1.14,14.8
CDLSPINNINGTOP,bear,none,1.75,2599,1333,1266,51.3,49.6,1.69,Y,0.86,nan,1.16,10.9
CDLSPINNINGTOP,bear,none,2.0,2599,1339,1260,51.5,49.3,2.27,Y,0.9,nan,1.17,8.1
CDLSPINNINGTOP,bear,none,2.25,2599,1340,1259,51.6,49.4,2.17,Y,0.91,nan,1.17,6.1
CDLSPINNINGTOP,bear,none,2.5,2599,1345,1254,51.8,49.4,2.4,Y,0.92,nan,1.17,4.7
CDLSPINNINGTOP,bear,none,2.75,2599,1348,1251,51.9,49.8,2.11,Y,0.88,nan,1.17,3.5
CDLSPINNINGTOP,bear,none,3.0,2599,1349,1250,51.9,49.4,2.57,Y,0.85,nan,1.16,2.9
CDL3OUTSIDE,bull,rsi_mid_oversold,0.5,65,30,35,46.2,39.2,1.14,N,1.91,0.131,1.4,46.2
CDL3OUTSIDE,bull,rsi_mid_oversold,0.75,65,31,34,47.7,41.0,1.09,N,1.14,0.091,1.18,36.9
CDL3OUTSIDE,bull,rsi_mid_oversold,1.0,65,35,30,53.8,44.5,1.52,N,1.12,0.103,1.16,27.7
CDL3OUTSIDE,bull,rsi_mid_oversold,1.25,65,35,30,53.8,48.5,0.87,N,-0.15,0.04,0.98,24.6
CDL3OUTSIDE,bull,rsi_mid_oversold,1.5,65,37,28,56.9,46.3,1.72,Y,-0.49,0.049,0.94,20.0
CDL3OUTSIDE,bull,rsi_mid_oversold,1.75,65,37,28,56.9,52.6,0.7,N,-0.12,0.039,0.99,13.8
CDL3OUTSIDE,bull,rsi_mid_oversold,2.0,65,38,27,58.5,42.8,2.55,Y,0.05,0.085,1.01,9.2
