timestamp,open,high,low,close,volume
2026-03-23 17:30:00,4486.36,4504.28,4456.69,4461.65,11324.0
2026-03-23 18:00:00,4462.0,4486.69,4427.78,4447.39,11281.0
2026-03-23 18:30:00,4446.99,4455.79,4351.2,4363.71,11397.0
2026-03-23 19:00:00,4363.68,4390.12,4352.53,4354.79,11410.0
2026-03-23 19:30:00,4355.1,4391.48,4353.65,4375.37,11041.0
2026-03-23 20:00:00,4375.62,4413.64,4370.95,4405.2,10686.0
2026-03-23 20:30:00,4405.33,4438.76,4404.03,4426.3,9920.0
2026-03-23 21:00:00,4426.19,4430.59,4402.3,4425.91,9945.0
2026-03-23 21:30:00,4425.67,4466.89,4425.44,4448.96,9431.0
2026-03-23 22:00:00,4448.66,4450.47,4393.04,4410.47,9489.0
2026-03-23 22:30:00,4410.28,4427.34,4397.1,4398.17,9524.0
2026-03-23 23:00:00,4397.61,4412.98,4382.9,4407.04,6028.0
2026-03-23 23:30:00,4407.02,4412.86,4396.02,4406.68,3906.0
2026-03-24 01:00:00,4419.48,4420.59,4360.96,4414.42,6777.0
2026-03-24 01:30:00,4414.27,4431.28,4398.42,4426.84,5639.0
2026-03-24 02:00:00,4426.18,4448.14,4423.49,4441.75,5372.0
2026-03-24 02:30:00,4441.74,4445.99,4421.74,4441.03,5738.0
2026-03-24 03:00:00,4440.85,4446.33,4368.73,4377.83,8668.0
2026-03-24 03:30:00,4378.23,4387.17,4331.34,4364.76,9750.0
2026-03-24 04:00:00,4364.54,4374.01,4328.34,4354.69,10959.0
2026-03-24 04:30:00,4354.3,4368.2,4308.07,4321.97,10399.0
2026-03-24 05:00:00,4322.01,4353.62,4305.92,4351.91,10147.0
2026-03-24 05:30:00,4352.2,4379.14,4344.56,4365.99,9887.0
2026-03-24 06:00:00,4366.01,4368.17,4350.06,4364.55,8326.0
2026-03-24 06:30:00,4364.49,4364.9,4335.0,4347.03,7163.0
2026-03-24 07:00:00,4346.88,4357.05,4326.49,4339.39,6725.0
2026-03-24 07:30:00,4339.37,4349.13,4331.93,4333.32,5705.0
2026-03-24 08:00:00,4333.27,4346.63,4319.7,4335.26,7812.0
2026-03-24 08:30:00,4334.81,4374.21,4321.14,4347.2,9831.0
2026-03-24 09:00:00,4347.24,4396.68,4342.89,4386.94,9755.0
2026-03-24 09:30:00,4386.25,4404.9,4373.1,4402.04,9505.0
2026-03-24 10:00:00,4401.13,4425.18,4399.72,4412.5,9494.0
